Date,E_GT_WMF,E_GT_N,E_GT_R,E_CHEM_WMF,E_CHEM_N,E_CHEM_R,E_ME_WMF,E_ME_N,E_ME_R,E_UHR_WMF,E_UHR_N,E_UHR_R,E_PI_WMF,E_PI_N,E_PI_R,E_MET_WMF,E_MET_N,E_MET_R,E_FZ_WMF,E_FZ_N,E_FZ_R,E_TBS_WMF,E_TBS_N,E_TBS_R,A_GT_WMF,A_GT_N,A_GT_R,A_CHEM_WMF,A_CHEM_N,A_CHEM_R,A_ME_WMF,A_ME_N,A_ME_R,A_UHR_WMF,A_UHR_N,A_UHR_R,A_PI_WMF,A_PI_N,A_PI_R,A_MET_WMF,A_MET_N,A_MET_R,A_FZ_WMF,A_FZ_N,A_FZ_R,A_TBS_WMF,A_TBS_N,A_TBS_R,H_GT_WMF
1997-01-01,8871.63893961,,,1358.07436856,,,1831.44908908,,,92.12756856,,,278.67308009,,,690.17565887,,,937.34285183,,,692.96662513,,,8178.23802043,,,2513.17805166,,,2324.87292965,,,673.00163304,,,463.53237954,,,698.68366598,,,166.08169771,,,326.34418555,,,-693.40091918
1997-02-01,8460.80174495,,,1284.07144099,,,1881.73150595,,,93.72959444,,,272.01869182,,,706.41309351,,,964.97411512,,,714.16800335,,,8233.52836614,,,2279.81943548,,,2454.72817902,,,686.01045927,,,459.72528508,,,750.57276407,,,252.96231757,,,329.65942739,,,-227.27337881
1997-03-01,8409.16877467,,,1382.9263696,,,1873.08921723,,,98.00484115,,,271.29171905,,,711.34462243,,,855.64284533,,,708.73320179,,,8444.56335514,,,2344.63212323,,,2548.90100437,,,761.35447028,,,486.2072436,,,728.41723336,,,209.4343401,,,329.11794988,,,35.39458048
1997-04-01,8668.68694101,,,1449.90510363,,,1920.15613544,,,98.5385278,,,279.72030946,,,753.09705011,,,997.49936278,,,696.01640461,,,8410.48854756,,,2510.53819254,,,2507.28698582,,,655.13902852,,,464.17589144,,,746.09123879,,,196.55988503,,,324.28547404,,,-258.19839345
1997-05-01,8277.24512306,,,1365.64464529,,,1865.97914209,,,107.5163396,,,263.6197933,,,700.35567282,,,896.99548792,,,692.37650446,,,8193.48808489,,,2363.36138496,,,2403.23568313,,,678.48728838,,,456.66728759,,,734.76093387,,,211.27760717,,,329.39357444,,,-83.75703817
1997-06-01,8347.83729662,,,1330.578308,,,1912.49888602,,,106.21085417,,,261.58760344,,,743.4972342,,,934.23469781,,,685.37236959,,,8579.69800408,,,2534.39440059,,,2597.58433782,,,699.58812079,,,470.56186047,,,757.36629361,,,177.06296953,,,324.28869577,,,231.86070746
1997-07-01,8616.44104466,,,1409.5212543,,,1904.96313173,,,104.18459744,,,278.91054807,,,749.51210863,,,1038.01380041,,,694.51765537,,,8594.61875935,,,2491.04744203,,,2586.39047952,,,689.31764307,,,501.88876866,,,752.59875701,,,218.96222327,,,323.54517652,,,-21.82228531
1997-08-01,8789.64466017,,,1461.64230722,,,1951.95502718,,,108.60152597,,,261.43991506,,,752.6073624,,,1129.27569768,,,693.56807606,,,8717.30770187,,,2556.31230121,,,2620.24826379,,,759.39473148,,,497.08744107,,,758.14895919,,,221.82290521,,,321.47825033,,,-72.3369583
1997-09-01,8602.1275963,,,1407.96310258,,,1941.70474687,,,109.50811553,,,274.58447336,,,764.09880725,,,922.55299941,,,700.16633967,,,8638.23055484,,,2396.96851858,,,2679.40343887,,,711.22426416,,,493.19716696,,,771.85478474,,,208.33829502,,,327.52807358,,,36.10295855
1997-10-01,8732.7147298,,,1503.91635808,,,1926.94582973,,,109.63762602,,,270.87684272,,,779.26506678,,,954.8128813,,,717.97317226,,,8806.07690717,,,2525.02276035,,,2682.19210969,,,683.22430177,,,493.13121008,,,795.98300652,,,231.63478573,,,334.66901017,,,73.36217737
1997-11-01,8625.0407349,,,1369.26829938,,,1955.79253281,,,108.54471379,,,278.26955001,,,787.85019669,,,943.58709401,,,711.90820746,,,8817.92853383,,,2568.43816921,,,2660.71788855,,,659.45080094,,,514.87613914,,,792.10038922,,,209.26506074,,,334.38245193,,,192.88779894
1997-12-01,8935.99082003,,,1479.58423735,,,2164.05528716,,,114.20419722,,,274.37268966,,,850.82490965,,,819.15701194,,,740.92895106,,,9339.61210606,,,2712.83212905,,,2885.39519299,,,715.61829742,,,537.66604791,,,816.58608233,,,244.7506726,,,339.52923299,,,403.62128603
1998-01-01,9133.70035759,3.0,4.7,1517.16285043,11.7,10.2,1982.33099905,8.2,11.9,114.47435802,24.3,17.3,282.72421314,1.5,-0.1,819.15778312,18.7,17.9,1167.63232521,24.6,31.5,727.19318486,4.9,3.6,8808.21410489,7.7,8.8,2543.02660839,1.2,2.6,2583.22220407,11.1,14.1,710.28188327,5.5,1.9,505.32627582,9.0,10.9,801.33027394,14.7,15.0,242.94561262,46.3,40.3,339.16442873,3.9,4.9,-325.4862527
1998-02-01,8687.57582934,2.7,5.7,1506.75371204,17.3,13.1,1962.35681637,4.3,11.5,110.15486495,17.5,11.7,288.75429551,6.2,8.7,818.29092214,15.8,18.0,797.84978194,-17.3,-14.2,705.09560499,-1.3,-0.4,9052.60167126,9.9,8.1,2731.76972897,19.8,11.3,2636.00218049,7.4,10.1,727.4498076,6.0,2.0,521.5794873,13.5,13.5,806.90444855,7.5,8.3,223.20972521,-11.8,-19.3,338.84598668,2.8,4.2,365.02584192
1998-03-01,8694.52317306,3.4,4.0,1423.06624769,2.9,-7.3,2037.02397884,8.8,11.6,111.70023388,14.0,17.2,295.59920572,9.0,12.6,817.41317585,14.9,16.3,928.88604702,8.6,9.8,702.85106287,-0.8,-1.0,9031.87872941,7.0,6.0,2654.04748925,13.2,12.4,2694.2766907,5.7,7.3,743.22484981,-2.4,-10.3,516.67046561,6.3,5.1,809.84390608,11.2,11.8,210.20458432,0.4,-17.4,337.46191237,2.5,1.3,337.35555635
1998-04-01,9108.82105887,5.1,7.8,1433.63329238,-1.1,-1.9,2023.78757191,5.4,13.0,117.0744533,18.8,16.7,295.49970689,5.6,8.9,808.3835315,7.3,8.8,1044.32218334,4.7,6.1,724.60501496,4.1,4.0,9233.89657951,9.8,7.3,2740.10474932,9.1,4.4,2750.60572613,9.7,14.2,725.86242338,10.8,-3.8,516.33011206,11.2,6.1,808.17159406,8.3,10.1,262.10699869,33.3,-4.1,341.34837752,5.3,3.5,125.07552064
1998-05-01,8856.5973149,7.0,8.6,1504.11367942,10.1,8.7,2049.80181069,9.9,11.2,109.48526685,1.8,-3.4,273.85038491,3.9,1.6,798.94444005,14.1,12.7,963.31005539,7.4,12.7,709.95638331,2.5,0.7,8951.5503958,9.3,7.2,2554.96074059,8.1,7.2,2703.76853099,12.5,11.5,716.00870451,5.5,-3.6,509.98988026,11.7,13.1,800.87207965,9.0,9.6,292.5807353,38.5,9.6,329.25289774,0.0,-1.0,94.9530809
1998-06-01,9021.12497999,8.1,8.1,1626.55147312,22.2,17.3,2099.92045675,9.8,13.0,114.51394113,7.8,6.1,293.60411613,12.2,7.1,806.21549446,8.4,9.1,938.12300549,0.4,-2.5,730.61460218,6.6,4.7,9005.71825682,5.0,6.4,2642.88551383,4.3,13.0,2693.95968741,3.7,4.3,715.46405196,2.3,-3.7,522.87017884,11.1,12.2,808.05997529,6.7,6.5,228.60164554,29.1,3.5,327.87135604,1.1,2.0,-15.40672317
1998-07-01,8651.65876414,0.4,2.0,1445.2816211,2.5,5.5,2041.04749736,7.1,9.0,109.63186585,5.2,-2.5,287.32684409,3.0,-0.3,782.79479652,4.4,3.8,842.69903456,-18.8,-15.1,722.29329724,4.0,0.6,9001.31672011,4.7,7.1,2635.14351194,5.8,12.1,2713.43657904,4.9,9.5,726.94195274,5.5,1.9,517.80712411,3.2,2.5,796.20148844,5.8,4.9,243.55738732,11.2,13.1,325.98153717,0.8,-0.9,349.65795598
1998-08-01,8554.74469294,-2.7,-0.6,1423.30247615,-2.6,-1.2,2011.23030116,3.0,5.7,115.08515168,6.0,6.7,327.58465697,25.3,21.3,792.57008493,5.3,7.8,801.11001919,-29.1,-29.6,709.97348187,2.4,0.7,8777.74196637,0.7,0.5,2501.02497449,-2.2,-1.9,2604.38426622,-0.6,3.2,727.24892921,-4.2,-6.8,510.04898639,2.6,-1.6,803.29729028,6.0,6.1,212.0120694,-4.4,-26.1,326.44843634,1.5,-0.8,222.99727344
1998-09-01,8895.77077402,3.4,8.4,1493.05408313,6.0,11.4,2045.64713827,5.4,11.2,118.12676469,7.9,10.5,292.89573846,6.7,4.5,786.98569306,3.0,6.4,1094.90680829,18.7,27.2,710.29278188,1.4,0.9,8871.97838403,2.7,4.3,2607.03057999,8.8,10.4,2671.32231664,-0.3,5.4,664.69046204,-6.5,-13.3,516.67363447,4.8,0.7,796.35338968,3.2,3.2,216.80405967,4.1,20.7,323.74137493,-1.2,-0.6,-23.79239
1998-10-01,8661.56710128,-0.8,2.7,1426.0165644,-5.2,-2.5,2039.64854271,5.8,12.5,111.93492056,2.1,9.6,298.3849996,10.2,8.4,764.53888668,-1.9,3.3,1034.71989782,8.4,4.3,698.40255508,-2.7,-2.7,8600.82662358,-2.3,-1.2,2518.05730497,-0.3,4.0,2501.42864864,-6.7,-5.9,659.20560793,-3.5,-5.7,518.50675975,5.1,5.5,782.26618258,-1.7,-0.3,202.00985529,-12.8,-17.9,336.15648666,0.4,0.8,-60.7404777
1998-11-01,9503.60219486,10.2,14.1,1515.3538184,10.7,11.7,2168.40401758,10.9,16.1,122.35791532,12.7,2.9,301.5256255,8.4,5.0,759.17356079,-3.6,1.5,1537.16872784,62.9,70.6,728.14686279,2.3,1.6,8805.17257053,-0.1,-1.1,2562.9739706,-0.2,-0.1,2679.38910906,0.7,0.9,647.22291592,-1.9,-12.3,514.06290001,-0.2,-0.3,776.52643551,-2.0,0.4,235.07792737,12.3,-0.4,320.29980455,-4.2,-4.8,-698.42962433
1998-12-01,8855.48815594,-0.9,4.3,1436.69213292,-2.9,3.0,2113.54808246,-2.3,3.4,99.07372767,-13.2,-10.4,301.95569943,10.1,8.9,741.47015924,-12.9,-8.6,1112.77654626,35.8,42.3,712.35646765,-3.9,-3.9,8720.01709004,-6.6,-4.4,2536.33734666,-6.5,-3.5,2656.22228669,-7.9,-3.6,680.80411811,-4.9,-4.9,515.90688574,-4.0,-5.6,757.60928939,-7.2,-5.5,225.65957935,-7.8,-8.4,310.16998796,-8.6,-8.0,-135.47106589
1999-01-01,8555.43490477,-6.3,-1.6,1384.48756187,-8.7,-2.4,2047.74360526,3.3,8.1,102.51653141,-10.4,-1.9,286.75023166,1.4,2.3,718.54919904,-12.3,-6.1,1011.78837303,-13.3,-12.0,703.10033491,-3.3,-1.5,8926.4916743,1.3,1.5,2488.57413111,-2.1,1.8,2681.7848438,3.8,2.2,759.22798958,6.9,-3.1,527.78719772,4.4,5.7,769.78488362,-3.9,-1.1,310.59941241,27.8,26.4,309.98307558,-8.6,-9.0,371.05676953
1999-02-01,8934.32273565,2.8,6.8,1454.29828204,-3.5,4.0,2009.84951748,2.4,3.1,108.57328034,-1.4,17.3,305.90274087,5.9,4.6,708.08380304,-13.5,-9.4,1379.06816608,72.8,76.3,696.33994752,-1.2,0.0,8748.81024405,-3.4,-2.7,2551.28705411,-6.6,-0.8,2583.13030604,-2.0,-4.8,706.52047656,-2.9,-13.0,529.07330369,1.4,3.2,749.27369665,-7.1,-4.0,260.3156507,16.6,23.5,308.32105042,-9.0,-9.9,-185.5124916
1999-03-01,9312.42415674,7.1,13.3,1559.88622177,9.6,25.4,2163.02432956,6.2,8.8,102.64212326,-8.1,3.3,295.97176449,0.1,-3.3,747.42466606,-8.6,-1.6,1390.91730052,49.7,56.4,709.37312056,0.9,5.1,9060.410084,0.3,2.0,2795.35865735,5.3,6.7,2614.73059268,-3.0,-2.7,689.98072785,-7.2,-7.7,537.11700753,4.0,8.6,762.05524317,-5.9,-2.6,249.10740133,18.5,30.2,311.77810153,-7.6,-6.6,-252.01407274
1999-04-01,8745.25795642,-4.0,0.8,1406.86377402,-1.9,12.9,2146.7103511,6.1,7.7,104.71713201,-10.6,-6.1,307.54232627,4.1,-1.8,735.66558171,-9.0,-1.0,951.50738957,-8.9,-8.1,671.77345038,-7.3,-6.2,9000.29510636,-2.5,-1.2,2630.00922461,-4.0,0.2,2619.10457069,-4.8,-6.6,729.51481609,0.5,-2.0,543.29150115,5.2,5.5,768.04295782,-5.0,-1.6,304.8899297,16.3,29.9,306.95963919,-10.1,-6.9,255.03714994
1999-05-01,9342.80602363,5.5,8.5,1618.95124023,7.6,17.3,2303.93584595,12.4,14.5,106.24144956,-3.0,1.3,327.17193411,19.5,17.1,728.76400463,-8.8,-0.9,1206.44529811,25.2,23.3,710.68720108,0.1,2.7,9180.51490349,2.6,0.9,2764.82381865,8.2,3.2,2630.58497915,-2.7,-5.6,743.2860335,3.8,-5.2,561.5477765,10.1,7.8,771.61706455,-3.7,2.1,238.81939435,-18.4,-6.1,315.27116634,-4.2,-0.6,-162.29112014
1999-06-01,9252.42777475,2.6,7.1,1561.7200411,-4.0,12.7,2212.12257329,5.3,7.4,102.02089495,-10.9,-14.8,331.18278778,12.8,7.0,734.54217644,-8.9,-2.2,1149.3751658,22.5,20.8,702.70534251,-3.8,-2.9,9141.63160076,1.5,1.4,2667.20103576,0.9,1.5,2741.79051567,1.8,-2.1,699.52937338,-2.2,-4.5,557.38375433,6.6,2.6,762.37832898,-5.7,-0.2,275.14636411,20.4,37.0,316.5780507,-3.4,-1.5,-110.79617399
1999-07-01,9301.30781388,7.5,12.5,1510.20261497,4.5,18.5,2247.20605157,10.1,15.0,105.84132651,-3.5,-4.2,338.38866068,17.8,16.0,743.45906932,-5.0,2.9,1181.23295934,40.2,41.2,701.28501916,-2.9,0.8,9154.21154862,1.7,-0.1,2749.76890916,4.3,1.6,2627.69677,-3.2,-7.0,725.35846797,-0.2,-6.8,563.2878776,8.8,4.9,777.18688724,-2.4,2.2,220.47000413,-9.5,-4.4,316.06026942,-3.0,1.5,-147.09626526
1999-08-01,9452.38962298,10.5,14.2,1643.07963365,15.4,33.4,2256.54364157,12.2,10.2,115.43589323,0.3,2.8,346.16812359,5.7,3.3,742.00503107,-6.4,-1.1,1141.79165222,42.5,47.8,702.15628049,-1.1,2.8,9299.84028234,5.9,4.9,2746.33601472,9.8,8.6,2765.76032515,6.2,2.2,706.54993418,-2.8,-6.5,559.14560418,9.6,7.8,773.68522701,-3.7,1.0,340.76853996,60.7,72.7,299.99111191,-8.1,-5.1,-152.54934064
1999-09-01,9761.67985898,9.7,10.2,1769.38972313,18.5,32.8,2288.65206415,11.9,9.5,108.91454092,-7.8,-7.7,343.70003752,17.3,7.2,765.54446561,-2.7,0.3,1232.67668033,12.6,9.0,708.0208798,-0.3,2.3,9591.57354183,8.1,3.4,3010.66392278,15.5,8.3,2720.93398347,1.9,-4.6,789.11131939,18.7,4.0,578.72606741,12.0,11.2,793.37145303,-0.4,2.4,233.4790318,7.7,7.6,315.18670274,-2.6,-0.6,-170.10631715
1999-10-01,9736.98370545,12.4,13.0,1612.53306399,13.1,29.1,2393.04290462,17.3,14.0,110.47916452,-1.3,-3.0,341.67374129,14.5,8.0,790.83771775,3.4,4.9,1155.21237911,11.6,13.2,715.77735945,2.5,4.8,9899.59432499,15.1,10.3,3174.11903311,26.1,18.8,2797.84406091,11.8,6.3,769.79948852,16.8,-0.1,603.82194292,16.5,13.6,839.03951675,7.3,8.4,224.66225484,11.2,7.5,321.2955556,-4.4,-3.0,162.61061955
1999-11-01,9656.52671152,1.6,-0.4,1694.02493329,11.8,20.0,2289.49168213,5.6,1.4,117.29541492,-4.1,7.4,349.82701078,16.0,8.3,818.12111458,7.8,7.6,1034.95668614,-32.7,-37.4,712.84619004,-2.1,-2.7,9888.61207923,12.3,9.5,3118.28516721,21.7,18.7,2782.08337908,3.8,1.0,828.75802611,28.0,10.2,594.67265129,15.7,12.3,819.93202606,5.6,5.8,254.16035401,8.1,19.4,316.59927853,-1.2,0.0,232.08536771
1999-12-01,10141.16511246,14.5,10.3,1931.85276093,34.5,44.9,2335.1220573,10.5,5.1,116.8286111,17.9,26.0,352.54933602,16.8,9.7,805.63603946,8.7,9.1,1261.96561579,13.4,2.1,705.52155712,-1.0,-1.7,9672.62863399,10.9,8.2,3068.84736814,21.0,14.9,2760.30604108,3.9,2.7,762.00971636,11.9,2.4,573.87158867,11.2,10.0,800.94234031,5.7,5.9,236.75570849,4.9,3.0,317.36750693,2.3,2.5,-468.53647847
2000-01-01,9844.3720048,15.1,9.2,1661.37947689,20.0,27.4,2416.84339462,18.0,8.0,121.17758783,18.2,10.8,345.22588108,20.4,12.4,834.0549573,16.1,13.1,1143.00132944,13.0,5.4,710.8001083,1.1,-0.6,9633.47175832,7.9,5.5,2784.73156738,11.9,9.7,2926.53548969,9.1,6.5,788.08768187,3.8,-0.4,621.51754768,17.8,7.7,840.28247216,9.2,5.5,216.85566515,-30.2,-29.8,298.1950203,-3.8,-3.7,-210.90024648
2000-02-01,10218.70436997,14.4,8.9,1761.91224381,21.2,27.5,2510.63054615,24.9,19.5,111.83379317,3.0,-6.6,354.16125262,15.8,7.9,880.16978748,24.3,19.8,1107.91606148,-19.7,-26.2,741.26226543,6.5,5.6,10039.58561475,14.8,14.0,3049.56062658,19.5,18.9,2995.71834589,16.0,16.1,762.20443543,7.9,7.6,600.62567704,13.5,10.3,870.10691511,16.1,14.2,223.00970502,-14.3,-14.8,320.05712371,3.8,3.8,-179.11875522
2000-03-01,10160.51958095,9.1,2.8,1675.1689974,7.4,9.0,2446.7324257,13.1,10.4,123.58210764,20.4,2.9,352.48709873,19.1,10.4,856.59111311,14.6,8.0,1212.03706014,-12.9,-21.6,734.15913809,3.5,1.7,9953.07243588,9.9,5.3,2932.67878621,4.9,-0.4,2924.46434698,11.8,10.0,817.74054714,18.5,6.4,624.13618894,16.2,9.8,875.31642896,14.9,11.1,244.07466729,-2.0,-11.6,320.36542933,2.8,1.5,-207.44714507
2000-04-01,10017.96691696,14.6,9.0,1678.73804206,19.3,17.0,2490.78298908,16.0,11.2,125.69343799,20.0,15.8,344.85907296,12.1,7.5,846.71877183,15.1,10.4,1081.70880586,13.7,10.3,718.77613382,7.0,6.5,9853.03716952,9.5,7.7,2743.88178131,4.3,7.3,2935.83120202,12.1,10.4,854.52990537,17.1,1.7,691.38375985,27.3,19.4,874.67778959,13.9,11.1,213.46180511,-30.0,-29.1,323.75194483,5.5,1.4,-164.92974744
2000-05-01,10680.38901257,14.3,8.6,1739.83907779,7.5,8.4,2741.85210607,19.0,11.1,146.4234393,37.8,17.5,373.80313917,14.3,11.4,888.90220328,22.0,15.7,1254.82315438,4.0,-0.3,731.85329083,3.0,2.3,10406.02665753,13.3,11.1,2998.79621118,8.5,7.5,3162.62632613,20.2,19.6,842.52386291,13.4,8.5,655.75920803,16.8,10.2,932.8750658,20.9,14.6,209.38822849,-12.3,-14.4,335.36457583,6.4,2.2,-274.36235504
2000-06-01,10643.13533969,15.0,9.6,1850.61193467,18.5,15.2,2599.95136828,17.5,13.1,128.9957545,26.4,19.4,360.9832676,9.0,9.6,837.10611887,14.0,8.5,1303.99615715,13.5,11.8,713.63954365,1.6,0.6,10174.39155043,11.3,7.7,2910.03580399,9.1,4.2,3024.89779732,10.3,11.1,866.16448911,23.8,12.5,637.16585866,14.3,7.7,889.10274864,16.6,10.7,267.58676811,-2.7,-5.2,316.49758787,0.0,-3.2,-468.74378926
2000-07-01,10659.99945075,14.6,10.0,1902.35210657,26.0,27.6,2631.34530249,17.1,12.8,134.28169068,26.9,27.6,367.54033254,8.6,6.6,914.82273392,23.0,16.6,1121.50152914,-5.1,-9.7,730.16060927,4.1,3.5,10386.79529058,13.5,9.4,2991.25095931,8.8,1.1,3134.93332158,19.3,21.2,837.38342389,15.4,1.0,668.33727979,18.6,15.2,909.10228864,17.0,11.5,252.29044738,14.4,7.2,318.98379902,0.9,-1.7,-273.20416017
2000-08-01,11293.34847146,19.5,11.5,1843.59046957,12.2,7.6,2832.65281433,25.5,16.5,132.76463404,15.0,-0.4,379.09674114,9.5,9.6,950.98169862,28.2,22.3,1408.60287323,23.4,12.6,765.82808237,9.1,9.0,10832.17713142,16.5,12.9,3272.78403098,19.2,16.5,3136.20853637,13.4,11.5,859.81673734,21.7,7.2,687.61057493,23.0,16.6,924.26343578,19.5,14.3,268.3500045,-21.3,-18.3,321.52558724,7.2,4.9,-461.17134004
2000-09-01,10749.14854833,10.1,2.8,1655.27960987,-6.4,-11.5,2779.4703024,21.4,14.1,137.27708943,26.0,16.9,377.87322555,9.9,14.2,913.96039799,19.4,13.6,1067.75869116,-13.4,-14.9,757.68220487,7.0,5.4,10762.26033243,12.2,10.0,3117.60531918,3.6,2.8,3214.15354894,18.1,18.4,882.21801674,11.8,10.1,694.98479637,20.1,12.0,919.91783572,16.0,11.5,307.90224649,31.9,14.5,333.87298328,5.9,2.6,13.1117841
2000-10-01,11293.98922144,16.0,10.5,2035.40595732,26.2,26.4,2723.99255988,13.8,7.2,164.39213375,48.8,25.8,393.36137806,15.1,15.5,924.78622817,16.9,11.8,1304.92054071,13.0,7.6,776.01534551,8.4,4.6,10512.64049557,6.2,4.6,2904.072332,-8.5,-8.0,3187.69872172,13.9,16.8,890.27624479,15.7,3.4,684.07653095,13.3,9.4,922.73767563,10.0,4.6,311.82830572,38.8,24.7,334.22964203,4.0,-0.1,-781.34872587
2000-11-01,11548.33998543,19.6,14.3,2068.33784146,22.1,24.0,2628.65577932,14.8,10.7,148.53727469,26.6,14.4,383.61615716,9.7,7.9,931.60924007,13.9,9.5,1601.71704725,54.8,46.0,759.51586879,6.5,3.5,10636.05677764,7.6,3.8,3193.24275354,2.4,-1.3,3055.53762848,9.8,8.0,901.61628181,8.8,-1.2,701.6064894,18.0,13.7,932.13405923,13.7,10.3,226.6460187,-10.8,-18.3,336.22329125,6.2,1.8,-912.28320778
2000-12-01,11902.6847045,17.4,12.9,2211.27789586,14.5,14.2,2825.8196073,21.0,15.7,142.6674015,22.1,11.2,404.97724877,14.9,17.0,986.58170905,22.5,16.6,1324.77848028,5.0,2.6,792.67840701,12.4,10.7,11178.67104759,15.6,11.8,3075.3546792,0.2,1.7,3423.58365262,24.0,17.8,975.01225065,28.0,15.8,711.1173036,23.9,18.8,1029.25968264,28.5,24.9,276.02372465,16.6,5.4,337.79844581,6.4,6.1,-724.01365691
2001-01-01,11365.13263491,15.4,12.7,2045.66670969,23.1,24.6,2798.68647058,15.8,14.3,151.81554999,25.3,14.6,401.91811122,16.4,17.1,939.82975247,12.7,9.4,1220.00266343,6.7,-2.5,773.15570855,8.8,10.0,11084.76553663,15.1,13.2,3405.48608174,22.3,21.0,3232.70648997,10.5,6.6,922.14806083,17.0,16.1,691.61426231,11.3,15.6,931.82661082,10.9,9.8,279.16264421,28.7,28.6,331.42703346,11.1,10.2,-280.36709829
2001-02-01,11191.86322069,9.5,7.7,2106.45674148,19.6,16.7,2597.50928299,3.5,2.4,148.61743549,32.9,10.3,372.65188659,5.2,7.5,929.3910827,5.6,4.5,1312.31221842,18.4,13.3,757.33204669,2.2,1.6,11229.45086879,11.9,6.9,3388.41496011,11.1,5.3,3252.62617658,8.6,6.7,1009.14228033,32.4,11.3,707.42809735,17.8,15.9,915.47068676,5.2,1.8,345.12492414,54.8,46.5,330.41619637,3.2,3.0,37.58764809
2001-03-01,11046.93325459,8.7,7.8,2156.7818534,28.8,30.6,2629.42528916,7.5,5.1,140.4537149,13.7,-1.8,395.2947404,12.1,13.1,903.52237058,5.5,5.1,1138.48830029,-6.1,-9.5,762.58692,3.9,3.0,11062.52611554,11.1,10.1,3412.12032733,16.3,15.4,3378.94231247,15.5,15.8,811.21639041,-0.8,-8.0,707.45169761,13.3,12.1,908.02416628,3.7,2.6,253.06101813,3.7,4.0,329.37880539,2.8,2.8,15.59286095
2001-04-01,11288.4806153,12.7,10.8,2259.14574215,34.6,34.6,2629.9368319,5.6,3.7,145.89738518,16.1,-3.0,401.65550644,16.5,20.1,904.26662725,6.8,4.5,1235.68643231,14.2,9.6,773.68422096,7.6,5.0,10969.28047579,11.3,8.4,3581.11653825,30.5,20.5,3124.25004581,6.4,6.2,890.8076986,4.2,3.5,703.80676488,1.8,5.7,891.70715433,1.9,0.3,223.47701,4.7,-0.6,338.45328345,4.5,4.5,-319.20013951
2001-05-01,11115.06223198,4.1,2.0,2164.53901756,24.4,18.3,2531.42852345,-7.7,-6.8,139.56825497,-4.7,-15.5,383.59207808,2.6,1.2,919.68884777,3.5,3.1,1206.33071052,-3.9,-8.3,769.65860417,5.2,2.2,10974.50375941,5.5,4.9,3565.0463036,18.9,19.8,3090.17838739,-2.3,-2.3,870.42653651,3.3,-4.3,714.42526138,8.9,11.8,880.84043696,-5.6,-4.4,285.09959962,36.2,28.6,328.57486793,-2.0,-4.3,-140.55847257
2001-06-01,11087.37454972,4.2,3.5,2232.22423051,20.6,18.4,2510.45583535,-3.4,-2.3,136.64090119,5.9,-2.8,408.31370971,13.1,10.6,880.96896512,5.2,6.3,1251.95060724,-4.0,-4.9,774.57557843,8.5,5.6,10964.80075623,7.8,5.9,3550.9112435,22.0,15.9,3023.12413353,-0.1,1.6,907.77260209,4.8,0.7,702.12269564,10.2,14.7,899.87859222,1.2,-1.5,243.90739357,-8.8,-18.1,339.3568363,7.2,7.0,-122.57379349
2001-07-01,11053.1162565,3.7,-1.2,2222.02257911,16.8,0.3,2502.3619857,-4.9,-5.1,140.60249002,4.7,-11.4,408.39850362,11.1,9.0,860.16177244,-6.0,-5.3,1212.32001268,8.1,-2.3,776.10517247,6.3,3.4,10976.21030214,5.7,3.4,3604.70248823,20.5,18.0,3021.55913426,-3.6,-5.2,939.90200742,12.2,7.6,702.08592396,5.0,8.4,896.15674594,-1.4,-2.8,248.81662334,-1.4,-8.9,335.41188722,5.2,2.3,-76.90595436
2001-08-01,10925.20909843,-3.3,-0.6,2272.41316573,23.3,22.4,2423.65612075,-14.4,-8.2,137.05578491,3.2,-10.0,378.22734169,-0.2,4.6,847.57788424,-10.9,-8.9,1181.21176314,-16.1,-13.6,757.77143472,-1.1,-4.5,10837.11168706,0.0,-1.1,3558.99391643,8.7,5.4,2946.0958783,-6.1,-3.4,911.53014346,6.0,-2.0,711.30931786,3.4,4.2,871.92154621,-5.7,-6.3,279.70411003,4.2,0.2,337.43933869,4.9,2.2,-88.09741137
2001-09-01,10507.27153222,-2.3,2.3,2133.83475007,28.9,31.2,2308.41917529,-16.9,-9.1,132.80388352,-3.3,-17.3,363.99893525,-3.7,-5.7,829.47489768,-9.2,-4.7,1134.3015985,6.2,3.7,743.90246672,-1.8,-2.8,10373.66816703,-3.6,-3.5,3398.15635838,9.0,7.5,2819.78899111,-12.3,-9.5,865.84500791,-1.9,-13.6,684.85380332,-1.5,4.9,841.6588117,-8.5,-7.9,228.68985643,-25.7,-26.3,335.2125193,0.4,-1.2,-133.60336519
2001-10-01,10675.88044006,-5.5,-3.4,2418.37053247,18.8,10.9,2288.09348504,-16.0,-10.8,132.87282815,-19.2,-24.7,369.16525103,-6.2,-2.8,808.47458672,-12.6,-7.0,1082.02100276,-17.1,-17.9,723.16586264,-6.8,-6.0,10547.80560938,0.3,-0.9,3538.72101035,21.9,15.7,2819.52991373,-11.5,-12.0,895.38033599,0.6,-1.7,703.82942075,2.9,4.6,821.59612401,-11.0,-9.3,244.8621626,-21.5,-12.8,312.12221925,-6.6,-6.1,-128.07483068
