Date,E_GT_WMF,E_GT_N,E_GT_R,E_CHEM_WMF,E_CHEM_N,E_CHEM_R,E_ME_WMF,E_ME_N,E_ME_R,E_UHR_WMF,E_UHR_N,E_UHR_R,E_PI_WMF,E_PI_N,E_PI_R,E_MET_WMF,E_MET_N,E_MET_R,E_FZ_WMF,E_FZ_N,E_FZ_R,E_TBS_WMF,E_TBS_N,E_TBS_R,A_GT_WMF,A_GT_N,A_GT_R,A_CHEM_WMF,A_CHEM_N,A_CHEM_R,A_ME_WMF,A_ME_N,A_ME_R,A_UHR_WMF,A_UHR_N,A_UHR_R,A_PI_WMF,A_PI_N,A_PI_R,A_MET_WMF,A_MET_N,A_MET_R,A_FZ_WMF,A_FZ_N,A_FZ_R,A_TBS_WMF,A_TBS_N,A_TBS_R,H_GT_WMF
2020-05-01,13612.79884593,-21.9,-19.0,3990.85776336,-7.8,-15.4,2419.83312174,-11.2,-7.7,125.38343621,-59.7,-56.6,572.53563181,-18.2,-16.9,1000.80847621,-22.0,-16.3,896.8528002,-41.6,-41.5,1258.07964596,26.7,19.7,15964.92081763,-16.2,-21.6,9331.68701992,4.2,-8.9,2132.17929276,-24.8,-25.7,637.2829394,-67.5,-67.4,1029.87161295,-30.6,-29.7,851.61170141,-26.5,-25.3,308.55610337,-36.5,-39.8,337.32830371,-19.4,-18.4,2352.1219717
2020-06-01,14805.95962096,-15.2,-13.3,4087.80905527,-16.3,-22.2,2606.49494039,-2.0,0.7,190.83557576,-37.9,-35.3,650.44744403,-4.7,-4.7,1037.74976279,-18.1,-12.7,1430.42240905,-9.3,-11.3,1115.26103846,10.7,4.3,17437.39914994,-14.6,-14.9,9705.64509384,-10.7,-13.8,2226.91743376,-15.7,-16.1,1082.24065838,-38.0,-39.9,1239.57248195,-13.6,-12.6,923.77866263,-17.2,-14.3,319.84788432,-30.8,-30.4,406.9623517,-0.4,-0.3,2631.43952897
2020-07-01,15181.34830233,-10.3,-12.4,4386.69705041,1.8,-9.1,2567.65732203,-2.7,-2.5,190.48229966,-39.0,-41.5,662.49708985,-5.7,-3.0,1054.67317074,-14.8,-9.6,1484.26663822,-3.5,-4.1,1043.79524338,3.2,-3.2,17710.99593498,-10.5,-12.2,9344.16662652,-4.7,-8.7,2324.41820541,-15.5,-16.5,1492.40177588,-17.6,-21.1,1290.47062505,-8.0,-5.4,957.10499529,-15.4,-14.3,350.34757515,-20.1,-12.3,411.06792151,-6.7,-6.3,2529.64763265
2020-08-01,15082.71631538,-14.1,-12.9,3722.95970253,-16.3,-19.0,2551.46296424,-2.0,-2.2,200.17547383,-47.6,-46.2,645.6248515,-10.3,-9.1,1085.33270822,-9.4,-5.0,1450.14432032,-7.4,-7.6,1030.780936,3.5,-1.1,18215.46883428,-1.1,-4.7,9458.35539196,6.5,-1.5,2358.32080576,-8.9,-9.7,1670.57976373,-7.0,-8.4,1324.65588205,-6.1,-1.3,1045.88369719,-5.3,-4.3,378.44104749,-24.6,-20.5,420.54914507,2.2,2.2,3132.75251891
2020-09-01,15577.82175483,-10.1,-9.6,4396.67575351,-0.5,-5.6,2487.13672247,-8.1,-9.3,239.10855873,-24.0,-21.9,666.20356225,-6.5,-2.9,1096.96472671,-8.5,-4.9,1873.41611586,15.5,11.9,1036.73192694,3.2,-0.4,18055.12517935,-11.9,-10.7,9249.92049672,-16.2,-17.8,2343.91976269,-8.8,-10.9,1613.90582593,-13.0,-17.4,1392.33589391,0.5,1.8,1028.20931061,-8.7,-7.6,393.08742885,-9.7,-8.3,412.46132145,-2.0,-1.3,2477.30342452
2020-10-01,15179.64332301,-10.6,-10.0,4277.10281799,-5.5,-17.3,2512.57392584,-3.8,-6.0,229.03554686,-23.2,-19.2,661.89584356,-5.5,-4.1,1108.88297371,-6.1,-2.1,1659.25067802,2.7,4.7,1062.33720507,7.9,7.7,18225.83765066,-6.2,-7.7,9245.54647073,-6.7,-11.5,2450.27933762,-5.8,-6.9,1681.18975976,-7.3,-14.5,1358.74720145,-1.9,-1.2,1059.94442377,-5.9,-4.5,446.23933057,2.9,2.6,407.32032756,-4.0,-3.7,3046.19432765
2020-11-01,16004.4149359,-2.7,-4.4,4343.85768141,8.8,-4.9,2548.58167711,-3.3,-5.2,258.09229767,-5.5,-7.7,670.4457508,-5.4,-2.8,1138.92763898,-3.0,0.4,1985.95877609,7.7,13.5,1012.61039388,-0.3,-3.7,18974.25493985,1.9,-0.4,9772.28503068,5.4,-1.0,2506.39769748,-1.3,-2.8,1736.15907497,-1.3,-8.1,1359.37914722,-1.9,4.0,1092.98555452,0.7,2.1,501.50275122,6.0,8.7,399.53313101,-4.1,-2.7,2969.84000395
2020-12-01,14982.53398836,-11.4,-11.9,4044.36912682,-10.9,-18.8,2522.2563803,-3.6,-4.4,264.74267466,-2.2,-1.5,652.85723886,-6.0,-4.4,1095.45232333,-7.0,-3.9,1538.04171371,-19.6,-15.6,1031.63047951,1.7,-1.3,18127.23750581,-4.9,-5.8,9062.18484149,-4.6,-7.4,2432.48599502,-9.0,-10.7,1771.3196817,-3.6,-9.3,1344.53899115,-4.8,-0.5,1099.51677881,-0.7,-0.1,406.09831948,-5.2,-3.9,404.27503587,-4.0,-1.4,3144.70351745
2021-01-01,15478.83966958,-7.1,-7.4,4318.36247842,-2.5,-0.2,2595.36468415,-0.5,-3.0,229.56008738,-25.6,-20.1,653.28973754,-9.7,-6.1,1153.01078201,-3.0,-2.9,1541.7569192,-5.1,-3.3,978.27782138,-1.6,-9.4,19170.55918539,-2.3,-1.5,9934.56822609,-0.6,5.3,2511.11046355,-3.9,-5.3,1780.31980962,-6.9,-10.2,1361.00308891,-3.6,-2.6,1134.12561878,3.9,2.6,412.83342001,-17.7,-26.4,386.35215852,-8.7,-7.8,3691.71951581
2021-02-01,15523.6233939,-5.9,-7.2,4298.15190317,-5.9,-6.5,2644.79774138,5.6,1.2,246.39547957,-5.0,2.7,704.51936854,3.2,5.5,1204.17180952,5.8,2.5,1400.92151722,-11.9,-8.9,1052.53271275,7.2,2.3,18825.80004399,1.4,-0.2,9650.27411388,1.7,3.1,2518.50494342,-5.2,-5.8,1618.10286649,3.1,-9.3,1352.81057216,-2.0,-2.0,1156.00541647,9.2,6.7,405.83452885,4.2,-8.5,430.25741306,3.9,6.0,3302.1766501
2021-03-01,16019.40296721,0.8,3.3,4187.02983447,-14.4,-9.1,2727.66244539,15.1,12.2,272.71622156,30.1,54.2,704.36739829,4.0,3.8,1280.88771768,17.4,10.6,1407.79305605,9.6,10.8,1113.03790667,37.4,31.9,20228.19508619,7.5,8.9,10522.88442636,-1.9,2.3,2622.27450071,20.0,17.1,1816.51208016,30.7,12.5,1423.18768844,5.9,5.4,1193.74162468,20.7,15.5,431.9886757,58.1,48.8,412.46617631,23.6,24.9,4208.79211898
2021-04-01,16874.01359803,38.9,29.8,4610.64889587,13.1,6.4,2749.83242282,28.7,22.5,313.96886094,206.7,156.8,691.20527024,25.0,24.4,1315.09822457,45.1,36.9,1489.96106969,173.3,169.2,1066.44010149,16.9,15.4,20238.06552354,22.5,22.7,10365.37744786,1.5,4.2,2623.08166456,24.1,22.6,1884.44971496,372.6,268.9,1461.20547389,38.3,36.2,1256.07648501,49.9,43.0,468.61836317,93.5,93.8,398.33045836,40.1,40.8,3364.05192551
2021-05-01,16627.92567876,22.1,12.4,4654.71572123,16.6,5.1,2743.92895889,13.4,7.2,270.95039856,116.1,93.9,699.92375191,22.2,22.2,1358.50144589,35.7,25.8,1422.8768873,58.7,61.0,1035.96057934,-17.7,-16.4,20860.26244195,30.7,25.7,11089.476867,18.8,13.9,2608.00260667,22.3,23.3,1820.35978494,185.6,151.5,1472.39137332,43.0,42.6,1235.50625148,45.1,36.9,432.87321777,40.3,41.2,397.55117113,17.9,22.7,4232.33676319
2021-06-01,16079.2567309,8.6,0.8,4230.10178953,3.5,-4.5,2686.23450049,3.1,-1.9,269.73063484,41.3,37.1,698.61289714,7.4,7.6,1376.8471519,32.7,18.4,1485.20719704,3.8,5.1,1008.39309923,-9.6,-9.7,20443.85700401,17.2,9.8,10647.53401674,9.7,0.2,2557.87403076,14.9,14.4,1869.04041913,72.7,50.3,1445.06046791,16.6,14.8,1231.95018954,33.4,23.6,442.33174063,38.3,37.3,398.85175034,-2.0,1.4,4364.60027311
2021-07-01,16483.03398436,8.6,2.2,4706.08213191,7.3,-2.4,2721.81232978,6.0,2.1,272.65827669,43.1,48.8,709.81676766,7.1,6.2,1379.43517604,30.8,14.1,1492.30293886,0.5,8.9,950.59658255,-8.9,-7.9,20651.4757861,16.6,9.2,10606.74314058,13.5,4.8,2564.11121659,10.3,10.7,1972.27598823,32.2,19.2,1501.91654846,16.4,12.5,1227.73454562,28.3,16.9,482.57602227,37.7,23.3,399.17223522,-2.9,2.9,4168.44180174
2021-08-01,16774.94482205,11.2,4.7,4624.8797267,24.2,11.0,2699.78418346,5.8,0.5,279.45313096,39.6,37.0,706.12125226,9.4,9.0,1386.93335157,27.8,14.5,1481.6027026,2.2,18.8,982.99184269,-4.6,-5.2,21192.57549127,16.3,5.9,11435.28847929,20.9,7.1,2631.52274924,11.6,9.6,1781.24793759,6.6,-1.1,1447.31102866,9.3,3.7,1211.85645184,15.9,5.6,392.35240317,3.7,1.1,386.0492936,-8.2,-3.4,4417.63066922
2021-09-01,17089.14748028,9.7,-0.9,4861.14677013,10.6,-8.9,2722.62248072,9.5,6.1,262.82246564,9.9,2.9,694.03973319,4.2,1.5,1426.03908223,30.0,12.7,1498.39197427,-20.0,-12.6,1003.99915091,-3.2,-1.6,21275.36756202,17.8,10.6,11293.83224371,22.1,18.0,2567.87942533,9.6,11.9,1900.58443541,17.8,6.7,1483.71868944,6.6,2.4,1212.85244295,18.0,5.5,447.74326838,13.9,5.3,395.42024806,-4.1,1.8,4186.22008174
2021-10-01,16863.50531727,11.1,-3.3,4358.32129926,1.9,-22.5,2744.27904937,9.2,5.9,278.4240797,21.6,26.9,704.34667114,6.4,7.4,1437.69478986,29.7,11.7,1360.0294054,-18.0,-18.3,1029.03030833,-3.1,-2.2,20932.69321988,14.9,5.7,10931.84067759,18.2,9.4,2591.49157326,5.8,6.9,1949.33013873,15.9,5.6,1458.03959598,7.3,4.9,1222.50591971,15.3,3.1,393.70539542,-11.8,-24.4,395.65266538,-2.9,3.9,4069.18790261
2021-11-01,18030.7794853,12.7,-2.0,4991.38529055,14.9,-2.5,2740.12037099,7.5,6.5,281.30430514,9.0,11.9,714.13495098,6.5,5.0,1480.59874468,30.0,11.7,1396.33939211,-29.7,-31.3,1092.13778957,7.9,11.3,21950.41850146,15.7,1.0,11850.1532449,21.3,0.2,2616.38889933,4.4,5.3,1923.83940104,10.8,-1.0,1447.47630392,6.5,1.9,1249.31439486,14.3,1.3,459.87773116,-8.3,-21.2,405.70471933,1.5,6.7,3919.63901617
2021-12-01,17603.12195134,17.5,6.8,4698.97549932,16.2,12.0,2768.00989619,9.7,6.8,265.23689896,0.2,-1.2,690.51299115,5.8,5.7,1415.10708521,29.2,13.2,1493.58149933,-2.9,-2.7,1025.44796053,-0.6,1.1,21473.93840796,18.5,4.6,11592.19021967,27.9,11.1,2514.74009502,3.4,3.9,1909.60721364,7.8,-11.1,1357.13436616,0.9,-2.9,1172.23827302,6.6,-3.7,453.55150997,11.7,-3.2,407.0242262,0.7,4.1,3870.81645662
2022-01-01,18884.89649501,22.0,4.5,5278.24151031,22.2,3.4,2803.45443943,8.0,2.9,270.99707089,18.1,9.6,697.16916665,6.7,5.7,1502.6337112,30.3,11.8,1525.43489395,-1.1,-5.9,996.23596821,1.8,9.1,20800.01206293,8.5,1.8,10534.07487638,6.0,-1.9,2761.94136133,10.0,7.9,1862.50704214,4.6,-3.4,1460.4571166,7.3,3.0,1280.28759999,12.9,2.1,421.2224303,2.0,3.8,394.55088657,2.1,1.7,1915.11556791
2022-02-01,18359.52491895,18.3,2.4,5010.18951088,16.6,-4.3,2883.8036685,9.0,3.2,298.19283068,21.0,10.0,710.48584307,0.8,-0.6,1574.26873099,30.7,13.5,1345.17479389,-4.0,-6.6,1021.65168655,-2.9,3.3,23905.13226486,27.0,11.5,13336.39507209,38.2,19.0,2727.68551756,8.3,7.5,2008.28356782,24.1,13.0,1505.3009767,11.3,8.8,1337.75316562,15.7,5.6,475.67862182,17.2,1.7,402.12463876,-6.5,-5.9,5545.60734592
2022-03-01,19258.46641138,20.2,0.6,5491.69739235,31.2,3.5,2866.43017401,5.1,-0.4,292.34604537,7.2,-11.0,716.41815845,1.7,1.9,1579.12686889,23.3,8.0,1332.95607375,-5.3,-7.3,1021.94150637,-8.2,-4.4,21094.32898255,4.3,-2.0,10575.49254374,0.5,-7.0,2606.98576915,-0.6,-1.2,2070.52697225,14.0,10.0,1548.69775334,8.8,3.5,1348.84670812,13.0,2.8,441.1930586,2.1,0.0,397.56295316,-3.6,-1.8,1835.86257117
2022-04-01,17777.45054225,5.4,-4.1,4512.21675664,-2.1,-16.5,2890.80122803,5.1,1.3,282.26761221,-10.1,-9.0,714.63644125,3.4,2.7,1583.62516554,20.4,4.5,1315.28241315,-11.7,-13.3,1040.2725326,-2.5,1.2,21620.86279614,6.8,-2.3,11143.79973873,7.5,-4.5,2711.00073388,3.4,2.5,1995.38139264,5.9,1.3,1434.38820137,-1.8,-5.6,1356.8052446,8.0,-1.0,441.64228273,-5.8,-10.9,401.21644974,0.7,3.0,3843.41225388
