Date,Stock,Returns
2018-11-16,Virgin Galactic (SPCE),0.0
2018-11-19,AMC Entertainment (AMC),-3.0508461645094
2018-11-19,Alphabet (GOOG),-0.5820005488587899
2018-11-19,Amazon (AMZN),-2.06196099750336
2018-11-19,Apple (AAPL),-2.19008270283967
2018-11-19,Bed Bath & Beyond (BBBY),-0.07598958205005
2018-11-19,BlackBerry (BB),0.32894444460129
2018-11-19,Clover Health (CLOV),
2018-11-19,Microsoft (MSFT),-0.29390127011063
2018-11-19,Nokia (NOK),-0.34188002141121
2018-11-19,Nvidia (NVDA),-5.17988758244314
2018-11-19,Tilray (TLRY),-1.72719623674206
2018-11-19,Virgin Galactic (SPCE),0.10010239350302
2018-11-20,AMC Entertainment (AMC),-4.12587513789096
2018-11-20,Alphabet (GOOG),-2.73852384931027
2018-11-20,Amazon (AMZN),-2.93702660374869
2018-11-20,Apple (AAPL),-4.8400607631075
2018-11-20,Bed Bath & Beyond (BBBY),-4.63878079370942
2018-11-20,BlackBerry (BB),-3.1693986223314097
2018-11-20,Clover Health (CLOV),
2018-11-20,Microsoft (MSFT),-5.1492229767907896
2018-11-20,Nokia (NOK),-3.7735813562721097
2018-11-20,Nvidia (NVDA),-4.67186532888714
2018-11-20,Tilray (TLRY),0.66697207167052
2018-11-20,Virgin Galactic (SPCE),-0.10000228881835
2018-11-21,AMC Entertainment (AMC),3.9387305641905104
2018-11-21,Alphabet (GOOG),1.6302548586235501
2018-11-21,Amazon (AMZN),0.9936431574114301
2018-11-21,Apple (AAPL),-0.66126463887701
2018-11-21,Bed Bath & Beyond (BBBY),3.50876859427264
2018-11-21,BlackBerry (BB),0.67720566525621
2018-11-21,Clover Health (CLOV),
2018-11-21,Microsoft (MSFT),1.41788779951874
2018-11-21,Nokia (NOK),-0.1782571950773
2018-11-21,Nvidia (NVDA),0.67419200178682
2018-11-21,Tilray (TLRY),-1.3430029252501001
2018-11-21,Virgin Galactic (SPCE),0.0
2018-11-23,AMC Entertainment (AMC),-1.3333303886547399
2018-11-23,Alphabet (GOOG),-1.04619677719645
2018-11-23,Amazon (AMZN),-0.89032573084677
2018-11-23,Apple (AAPL),-2.03583407220563
2018-11-23,Bed Bath & Beyond (BBBY),0.1540867370495
2018-11-23,BlackBerry (BB),-1.00897031186218
2018-11-23,Clover Health (CLOV),
2018-11-23,Microsoft (MSFT),-0.59370175693784
2018-11-23,Nokia (NOK),-1.60713709434674
2018-11-23,Nvidia (NVDA),-3.6767589192926
2018-11-23,Tilray (TLRY),6.879021720405929
2018-11-23,Virgin Galactic (SPCE),0.10010239350302
2018-11-26,AMC Entertainment (AMC),1.2802229454440701
2018-11-26,Alphabet (GOOG),1.1295377171890801
2018-11-26,Amazon (AMZN),3.1643066299549902
2018-11-26,Apple (AAPL),-0.93431998768237
2018-11-26,Bed Bath & Beyond (BBBY),0.53845919095552
2018-11-26,BlackBerry (BB),1.8120028176054002
2018-11-26,Clover Health (CLOV),
2018-11-26,Microsoft (MSFT),2.71650107036416
2018-11-26,Nokia (NOK),0.9074357862205
2018-11-26,Nvidia (NVDA),2.5937595947582
2018-11-26,Tilray (TLRY),2.23317055088609
2018-11-26,Virgin Galactic (SPCE),0.39999961853027
2018-11-27,AMC Entertainment (AMC),-0.6320235536129
2018-11-27,Alphabet (GOOG),0.78814028354641
2018-11-27,Amazon (AMZN),0.81018958694369
2018-11-27,Apple (AAPL),-0.10288235434179
2018-11-27,Bed Bath & Beyond (BBBY),-1.91277739737821
2018-11-27,BlackBerry (BB),-0.11123725402044
2018-11-27,Clover Health (CLOV),
2018-11-27,Microsoft (MSFT),0.65647997342912
2018-11-27,Nokia (NOK),-0.7194237817389301
2018-11-27,Nvidia (NVDA),2.30663534109314
2018-11-27,Tilray (TLRY),-2.35880725190416
2018-11-27,Virgin Galactic (SPCE),-0.29880212236229997
2018-11-28,AMC Entertainment (AMC),-1.69611150239092
2018-11-28,Alphabet (GOOG),2.7666888401334
2018-11-28,Amazon (AMZN),5.24520696950314
2018-11-28,Apple (AAPL),3.73061100548319
2018-11-28,Bed Bath & Beyond (BBBY),-1.8720731422096502
2018-11-28,BlackBerry (BB),-0.11135050910068
2018-11-28,Clover Health (CLOV),
2018-11-28,Microsoft (MSFT),3.7268237508243796
2018-11-28,Nokia (NOK),-0.36231849629747004
2018-11-28,Nvidia (NVDA),2.08267268764128
2018-11-28,Tilray (TLRY),-1.31847180550572
2018-11-28,Virgin Galactic (SPCE),-0.29970715244288
2018-11-29,AMC Entertainment (AMC),2.4442858110537298
2018-11-29,Alphabet (GOOG),0.68133434240555
2018-11-29,Amazon (AMZN),0.50788820706033
2018-11-29,Apple (AAPL),0.8329250491182401
2018-11-29,Bed Bath & Beyond (BBBY),1.90778833524396
2018-11-29,BlackBerry (BB),0.22295990517266998
2018-11-29,Clover Health (CLOV),
2018-11-29,Microsoft (MSFT),-0.18862757659101
2018-11-29,Nokia (NOK),0.90909437699751
2018-11-29,Nvidia (NVDA),0.76116872348062
2018-11-29,Tilray (TLRY),-3.8272583050143902
2018-11-29,Virgin Galactic (SPCE),-0.20039584175044
2018-11-30,AMC Entertainment (AMC),-0.84210446006373
2018-11-30,Alphabet (GOOG),0.12108777779697
2018-11-30,Amazon (AMZN),0.35563122194375
2018-11-30,Apple (AAPL),-1.35120414631709
2018-11-30,Bed Bath & Beyond (BBBY),0.62402438073654
2018-11-30,BlackBerry (BB),-1.33481522374006
2018-11-30,Clover Health (CLOV),
2018-11-30,Microsoft (MSFT),-0.13499057070849
2018-11-30,Nokia (NOK),-0.54054430229447
2018-11-30,Nvidia (NVDA),1.4613006875241898
2018-11-30,Tilray (TLRY),-3.9257840507291504
2018-11-30,Virgin Galactic (SPCE),0.10040390405154001
2018-12-03,AMC Entertainment (AMC),2.5477682502587
2018-12-03,Alphabet (GOOG),2.65432345939427
2018-12-03,Amazon (AMZN),4.854948840772931
2018-12-03,Apple (AAPL),2.55642464567293
2018-12-03,Bed Bath & Beyond (BBBY),2.79070248835076
2018-12-03,BlackBerry (BB),1.4656157397765701
2018-12-03,Clover Health (CLOV),
2018-12-03,Microsoft (MSFT),2.20780113660583
2018-12-03,Nokia (NOK),2.17391097778483
2018-12-03,Nvidia (NVDA),6.60319298494263
2018-12-03,Tilray (TLRY),2.01510960305797
2018-12-03,Virgin Galactic (SPCE),0.10029363028793001
2018-12-04,AMC Entertainment (AMC),0.55210438212367
2018-12-04,Alphabet (GOOG),-1.79877745164307
2018-12-04,Amazon (AMZN),-0.44985944948955003
2018-12-04,Apple (AAPL),-1.37882719698012
2018-12-04,Bed Bath & Beyond (BBBY),0.6033176645940399
2018-12-04,BlackBerry (BB),-1.55555937025282
2018-12-04,Clover Health (CLOV),
2018-12-04,Microsoft (MSFT),-0.68770833352952
2018-12-04,Nokia (NOK),-1.2411293702358999
2018-12-04,Nvidia (NVDA),-3.5722409526069
2018-12-04,Tilray (TLRY),-4.89254554071825
2018-12-04,Virgin Galactic (SPCE),-0.30059854055333
2018-12-06,AMC Entertainment (AMC),0.61770867860664
2018-12-06,Alphabet (GOOG),-3.00791234838373
2018-12-06,Amazon (AMZN),-3.91393799398385
2018-12-06,Apple (AAPL),-4.17237822019723
2018-12-06,Bed Bath & Beyond (BBBY),-5.84707439317289
2018-12-06,BlackBerry (BB),-5.64334107646584
2018-12-06,Clover Health (CLOV),
2018-12-06,Microsoft (MSFT),-3.0184672800978
2018-12-06,Nokia (NOK),1.2567269778618302
2018-12-06,Nvidia (NVDA),-5.90714604845924
2018-12-06,Tilray (TLRY),-4.54808015089768
2018-12-06,Virgin Galactic (SPCE),0.30150485976148
2018-12-07,AMC Entertainment (AMC),0.27285103867233
2018-12-07,Alphabet (GOOG),0.37901252760509996
2018-12-07,Amazon (AMZN),1.05112118307129
2018-12-07,Apple (AAPL),-0.16591903430495
2018-12-07,Bed Bath & Beyond (BBBY),1.1942644388450698
2018-12-07,BlackBerry (BB),0.23923993522771003
2018-12-07,Clover Health (CLOV),
2018-12-07,Microsoft (MSFT),0.19223644139443
2018-12-07,Nokia (NOK),0.35460959929020996
2018-12-07,Nvidia (NVDA),0.23975620597718
2018-12-07,Tilray (TLRY),5.2080245524023
2018-12-07,Virgin Galactic (SPCE),0.10020269880288
2018-12-10,AMC Entertainment (AMC),-1.70068029417543
2018-12-10,Alphabet (GOOG),-2.49335019577614
2018-12-10,Amazon (AMZN),-3.54523407526555
2018-12-10,Apple (AAPL),-2.52163964511182
2018-12-10,Bed Bath & Beyond (BBBY),-0.62942504693901
2018-12-10,BlackBerry (BB),-3.10262798724534
2018-12-10,Clover Health (CLOV),
2018-12-10,Microsoft (MSFT),-1.34307321360981
2018-12-10,Nokia (NOK),0.8833956198377599
2018-12-10,Nvidia (NVDA),-3.78296386451247
2018-12-10,Tilray (TLRY),-1.88625160345849
2018-12-10,Virgin Galactic (SPCE),-0.20019524071637
2018-12-11,AMC Entertainment (AMC),5.39792209873295
2018-12-11,Alphabet (GOOG),1.15885003933855
2018-12-11,Amazon (AMZN),1.29555082123244
2018-12-11,Apple (AAPL),0.999469095681
2018-12-11,Bed Bath & Beyond (BBBY),2.21694165030961
2018-12-11,BlackBerry (BB),-0.36945484475368
2018-12-11,Clover Health (CLOV),
2018-12-11,Microsoft (MSFT),2.75050333300241
2018-12-11,Nokia (NOK),2.80209888516975
2018-12-11,Nvidia (NVDA),1.98220513358526
2018-12-11,Tilray (TLRY),-3.5034682585324597
2018-12-11,Virgin Galactic (SPCE),0.50150641319655
2018-12-12,AMC Entertainment (AMC),1.37885780997297
2018-12-12,Alphabet (GOOG),1.98472883781717
2018-12-12,Amazon (AMZN),1.51951901477072
2018-12-12,Apple (AAPL),0.07567663303644
2018-12-12,Bed Bath & Beyond (BBBY),-2.32378152037701
2018-12-12,BlackBerry (BB),0.74164975044146
2018-12-12,Clover Health (CLOV),
2018-12-12,Microsoft (MSFT),0.28841793927538
2018-12-12,Nokia (NOK),3.23679831217513
2018-12-12,Nvidia (NVDA),-1.9949968712092199
2018-12-12,Tilray (TLRY),-4.42960899583415
2018-12-12,Virgin Galactic (SPCE),-0.39921071556787996
2018-12-13,AMC Entertainment (AMC),-0.25906711748779
2018-12-13,Alphabet (GOOG),-0.17473581021855
2018-12-13,Amazon (AMZN),-0.75483572228016
2018-12-13,Apple (AAPL),0.37808815856004
2018-12-13,Bed Bath & Beyond (BBBY),-2.6169701244306802
2018-12-13,BlackBerry (BB),-0.61348760001002
2018-12-13,Clover Health (CLOV),
2018-12-13,Microsoft (MSFT),-0.35948046063799
2018-12-13,Nokia (NOK),-0.16501241153628
2018-12-13,Nvidia (NVDA),0.39272555852180996
2018-12-13,Tilray (TLRY),-8.571426956741899
2018-12-13,Virgin Galactic (SPCE),0.20040539760575
2018-12-14,AMC Entertainment (AMC),-2.72727329024459
2018-12-14,Alphabet (GOOG),-1.5892381839983
2018-12-14,Amazon (AMZN),-2.92828030318469
2018-12-14,Apple (AAPL),-2.02237083214996
2018-12-14,Bed Bath & Beyond (BBBY),-1.5472278869287002
2018-12-14,BlackBerry (BB),-3.5802521608963898
2018-12-14,Clover Health (CLOV),
2018-12-14,Microsoft (MSFT),-1.4521516825715
2018-12-14,Nokia (NOK),-0.66115637342102
2018-12-14,Nvidia (NVDA),-1.8190171183352901
2018-12-14,Tilray (TLRY),-7.44212985140959
2018-12-14,Virgin Galactic (SPCE),0.10000228881836
2018-12-17,AMC Entertainment (AMC),-1.26835504799311
2018-12-17,Alphabet (GOOG),-0.8893277581650001
2018-12-17,Amazon (AMZN),-4.0448790854072
2018-12-17,Apple (AAPL),-0.43174575327273995
2018-12-17,Bed Bath & Beyond (BBBY),0.82712511607376
2018-12-17,BlackBerry (BB),-2.0486536310417103
2018-12-17,Clover Health (CLOV),
2018-12-17,Microsoft (MSFT),-3.1667572916194597
2018-12-17,Nokia (NOK),-0.99834305044381
2018-12-17,Nvidia (NVDA),-1.62029517281574
2018-12-17,Tilray (TLRY),-5.82718968485268
2018-12-17,Virgin Galactic (SPCE),0.0
2018-12-18,AMC Entertainment (AMC),-2.2988516123382903
2018-12-18,Alphabet (GOOG),-0.34848253907171
2018-12-18,Amazon (AMZN),-0.54437240145194
2018-12-18,Apple (AAPL),-0.48708482001155
2018-12-18,Bed Bath & Beyond (BBBY),-0.24610118132790998
2018-12-18,BlackBerry (BB),0.13071571137277
2018-12-18,Clover Health (CLOV),
2018-12-18,Microsoft (MSFT),-1.21928249368411
2018-12-18,Nokia (NOK),-0.84033135294974
2018-12-18,Nvidia (NVDA),1.4714870228705599
2018-12-18,Tilray (TLRY),6.62595359836741
2018-12-18,Virgin Galactic (SPCE),-0.09990238414763
2018-12-19,AMC Entertainment (AMC),-2.62975861215767
2018-12-19,Alphabet (GOOG),1.19297073280806
2018-12-19,Amazon (AMZN),1.08321775636088
2018-12-19,Apple (AAPL),-0.04775373463714
2018-12-19,Bed Bath & Beyond (BBBY),0.24670833345097
2018-12-19,BlackBerry (BB),0.39164765543024005
2018-12-19,Clover Health (CLOV),
2018-12-19,Microsoft (MSFT),2.26772085804589
2018-12-19,Nokia (NOK),0.0
2018-12-19,Nvidia (NVDA),-1.7228738816895202
2018-12-19,Tilray (TLRY),2.60273506657715
2018-12-19,Virgin Galactic (SPCE),-0.10000228881835
2018-12-20,AMC Entertainment (AMC),-2.62970784352746
2018-12-20,Alphabet (GOOG),-2.6158191692638
2018-12-20,Amazon (AMZN),-4.73516174683967
2018-12-20,Apple (AAPL),-3.18900951639979
2018-12-20,Bed Bath & Beyond (BBBY),-1.2305137300550801
2018-12-20,BlackBerry (BB),4.551364135608011
2018-12-20,Clover Health (CLOV),
2018-12-20,Microsoft (MSFT),-2.40456564452431
2018-12-20,Nokia (NOK),-0.8474608462146
2018-12-20,Nvidia (NVDA),-4.02057819178914
2018-12-20,Tilray (TLRY),-2.07549350302277
2018-12-20,Virgin Galactic (SPCE),0.20020478700604
2018-12-21,AMC Entertainment (AMC),-3.64963508730749
2018-12-21,Alphabet (GOOG),-0.9862472897066
2018-12-21,Amazon (AMZN),-1.95428751764313
2018-12-21,Apple (AAPL),-2.4366152201408102
2018-12-21,Bed Bath & Beyond (BBBY),-4.0697655537429895
2018-12-21,BlackBerry (BB),-4.72636960502343
2018-12-21,Clover Health (CLOV),
2018-12-21,Microsoft (MSFT),-1.25586960910232
2018-12-21,Nokia (NOK),-1.7094001070560498
2018-12-21,Nvidia (NVDA),-3.03244214331102
2018-12-21,Tilray (TLRY),-0.7932565533311999
2018-12-21,Virgin Galactic (SPCE),0.29969762522714
2018-12-24,AMC Entertainment (AMC),-4.99999891627916
2018-12-24,Alphabet (GOOG),-1.99996498295527
2018-12-24,Amazon (AMZN),-5.67365079312711
2018-12-24,Apple (AAPL),-4.17931237816171
2018-12-24,Bed Bath & Beyond (BBBY),-5.5411284221115995
2018-12-24,BlackBerry (BB),-9.39947525501451
2018-12-24,Clover Health (CLOV),
2018-12-24,Microsoft (MSFT),-4.88349396048239
2018-12-24,Nokia (NOK),-3.82608330768087
2018-12-24,Nvidia (NVDA),-5.46909401633523
2018-12-24,Tilray (TLRY),-7.72113972324667
2018-12-24,Virgin Galactic (SPCE),-0.29880212236229997
2018-12-26,AMC Entertainment (AMC),1.7543880996655
2018-12-26,Alphabet (GOOG),3.63314253384188
2018-12-26,Amazon (AMZN),5.5249511915044
2018-12-26,Apple (AAPL),3.74793306592109
2018-12-26,Bed Bath & Beyond (BBBY),6.32447794416135
2018-12-26,BlackBerry (BB),0.8645524824904801
2018-12-26,Clover Health (CLOV),
2018-12-26,Microsoft (MSFT),2.7763613216413097
2018-12-26,Nokia (NOK),0.54249062989151
2018-12-26,Nvidia (NVDA),2.43114615016091
2018-12-26,Tilray (TLRY),-0.18954696519297
2018-12-26,Virgin Galactic (SPCE),-0.09990238414763
2018-12-27,AMC Entertainment (AMC),-2.03761931205403
2018-12-27,Alphabet (GOOG),0.37403840285081
2018-12-27,Amazon (AMZN),-0.28238642266441
2018-12-27,Apple (AAPL),-0.29255960540457
2018-12-27,Bed Bath & Beyond (BBBY),-1.12069060487778
2018-12-27,BlackBerry (BB),1.71428407941545
2018-12-27,Clover Health (CLOV),
2018-12-27,Microsoft (MSFT),0.49657362983079
2018-12-27,Nokia (NOK),1.43884756347787
2018-12-27,Nvidia (NVDA),-0.57082357692651
2018-12-27,Tilray (TLRY),-0.7325025862529301
2018-12-27,Virgin Galactic (SPCE),0.2999973297119
2018-12-28,AMC Entertainment (AMC),1.1999969482421702
2018-12-28,Alphabet (GOOG),1.11793370716921
2018-12-28,Amazon (AMZN),3.0272337715137003
2018-12-28,Apple (AAPL),1.1162849730861502
2018-12-28,Bed Bath & Beyond (BBBY),2.5283343949576698
2018-12-28,BlackBerry (BB),2.1067429463259497
2018-12-28,Clover Health (CLOV),
2018-12-28,Microsoft (MSFT),1.20565390974227
2018-12-28,Nokia (NOK),3.36879542053698
2018-12-28,Nvidia (NVDA),3.78455531201329
2018-12-28,Tilray (TLRY),5.58895370433791
2018-12-28,Virgin Galactic (SPCE),-0.19939685565105997
2018-12-31,AMC Entertainment (AMC),0.5533648269522
2018-12-31,Alphabet (GOOG),-0.27094917717085
2018-12-31,Amazon (AMZN),0.48167714303026
2018-12-31,Apple (AAPL),0.52989926523523
2018-12-31,Bed Bath & Beyond (BBBY),-0.25510787467357005
2018-12-31,BlackBerry (BB),0.2751029020493
2018-12-31,Clover Health (CLOV),
2018-12-31,Microsoft (MSFT),-0.009766757028417672
2018-12-31,Nokia (NOK),0.34305285057019
2018-12-31,Nvidia (NVDA),-0.49493607890099994
2018-12-31,Tilray (TLRY),-0.36236416650861
2018-12-31,Virgin Galactic (SPCE),0.19979524107951002
2019-01-02,AMC Entertainment (AMC),2.83018592075341
2019-01-02,Alphabet (GOOG),-0.03609232067751
2019-01-02,Amazon (AMZN),2.14366134069965
2019-01-02,Apple (AAPL),-0.32002667224061
2019-01-02,Bed Bath & Beyond (BBBY),3.66581689647536
2019-01-02,BlackBerry (BB),-1.2345700008071498
2019-01-02,Clover Health (CLOV),
2019-01-02,Microsoft (MSFT),-0.6347671056573501
2019-01-02,Nokia (NOK),-1.36752008564484
2019-01-02,Nvidia (NVDA),1.29470333314842
2019-01-02,Tilray (TLRY),-6.24756162106255
2019-01-02,Virgin Galactic (SPCE),0.0
2019-01-03,AMC Entertainment (AMC),3.5168198840221203
2019-01-03,Alphabet (GOOG),0.44282706645684
2019-01-03,Amazon (AMZN),-0.9888213278847899
2019-01-03,Apple (AAPL),-8.26566218339094
2019-01-03,Bed Bath & Beyond (BBBY),-0.16446960806181
2019-01-03,BlackBerry (BB),-1.94444264158786
2019-01-03,Clover Health (CLOV),
2019-01-03,Microsoft (MSFT),-1.5331671337530601
2019-01-03,Nokia (NOK),-2.07972072713616
2019-01-03,Nvidia (NVDA),-2.39745246090403
2019-01-03,Tilray (TLRY),-0.24937698034737998
2019-01-03,Virgin Galactic (SPCE),0.0
2019-01-04,AMC Entertainment (AMC),1.10782584160173
2019-01-04,Alphabet (GOOG),1.3112846151536401
2019-01-04,Amazon (AMZN),3.64108630273694
2019-01-04,Apple (AAPL),1.94208194300551
2019-01-04,Bed Bath & Beyond (BBBY),0.0
2019-01-04,BlackBerry (BB),2.6912189626117002
2019-01-04,Clover Health (CLOV),
2019-01-04,Microsoft (MSFT),2.31559999829424
2019-01-04,Nokia (NOK),5.48672455835386
2019-01-04,Nvidia (NVDA),1.90144421115472
2019-01-04,Tilray (TLRY),-0.13888676961263
2019-01-04,Virgin Galactic (SPCE),0.0997031819349
2019-01-07,AMC Entertainment (AMC),4.16362794718636
2019-01-07,Alphabet (GOOG),0.29509720702487
2019-01-07,Amazon (AMZN),2.54454197689202
2019-01-07,Apple (AAPL),0.18848789871739
2019-01-07,Bed Bath & Beyond (BBBY),1.7298190461953098
2019-01-07,BlackBerry (BB),2.89655225030307
2019-01-07,Clover Health (CLOV),
2019-01-07,Microsoft (MSFT),0.74138570968513
2019-01-07,Nokia (NOK),2.18120995988007
2019-01-07,Nvidia (NVDA),5.19857974603692
2019-01-07,Tilray (TLRY),0.055634095519380006
2019-01-07,Virgin Galactic (SPCE),0.49800986976931
2019-01-08,AMC Entertainment (AMC),3.08555100505634
2019-01-08,Alphabet (GOOG),0.98323998217535
2019-01-08,Amazon (AMZN),2.57255897266046
2019-01-08,Apple (AAPL),2.00900722729155
2019-01-08,Bed Bath & Beyond (BBBY),-1.37651879386998
2019-01-08,BlackBerry (BB),1.87667380388338
2019-01-08,Clover Health (CLOV),
2019-01-08,Microsoft (MSFT),0.67783925669733
2019-01-08,Nokia (NOK),1.14942024746047
2019-01-08,Nvidia (NVDA),1.30443743364627
2019-01-08,Tilray (TLRY),15.846529760364469
2019-01-08,Virgin Galactic (SPCE),0.09911029465416
2019-01-09,AMC Entertainment (AMC),0.34013735635118
2019-01-09,Alphabet (GOOG),-0.17795307883025
2019-01-09,Amazon (AMZN),-0.52546312370476
2019-01-09,Apple (AAPL),1.7850028483339602
2019-01-09,Bed Bath & Beyond (BBBY),1.23152393080427
2019-01-09,BlackBerry (BB),-1.18420627473788
2019-01-09,Clover Health (CLOV),
2019-01-09,Microsoft (MSFT),0.8752486506017501
2019-01-09,Nokia (NOK),1.29870009233301
2019-01-09,Nvidia (NVDA),-1.5601534985540602
2019-01-09,Tilray (TLRY),4.99160528546607
2019-01-09,Virgin Galactic (SPCE),-0.09901216340727
2019-01-10,AMC Entertainment (AMC),-5.6271181268207
2019-01-10,Alphabet (GOOG),-1.06038315891308
2019-01-10,Amazon (AMZN),-0.27281558603246997
2019-01-10,Apple (AAPL),-0.3623876030657
2019-01-10,Bed Bath & Beyond (BBBY),16.30170512018693
2019-01-10,BlackBerry (BB),0.39946380901317996
2019-01-10,Clover Health (CLOV),
2019-01-10,Microsoft (MSFT),-1.07741922483807
2019-01-10,Nokia (NOK),-0.96153757981291
2019-01-10,Nvidia (NVDA),0.75437490238188
2019-01-10,Tilray (TLRY),-1.57713971819196
2019-01-10,Virgin Galactic (SPCE),-0.19822058930833
2019-01-11,AMC Entertainment (AMC),1.14942418487908
2019-01-11,Alphabet (GOOG),-0.68850808670252
2019-01-11,Amazon (AMZN),-0.17795881296572
2019-01-11,Apple (AAPL),-0.17536160961245
2019-01-11,Bed Bath & Beyond (BBBY),8.57740257425558
2019-01-11,BlackBerry (BB),1.4588877197735601
2019-01-11,Clover Health (CLOV),
2019-01-11,Microsoft (MSFT),-0.29879282756024
2019-01-11,Nokia (NOK),-1.29449718330431
2019-01-11,Nvidia (NVDA),2.86440315736813
2019-01-11,Tilray (TLRY),20.40176397407458
2019-01-11,Virgin Galactic (SPCE),-0.19860481326166
2019-01-14,AMC Entertainment (AMC),1.27841126527792
2019-01-14,Alphabet (GOOG),-1.15109166447203
2019-01-14,Amazon (AMZN),-0.72818578870067
2019-01-14,Apple (AAPL),-1.58099721797622
2019-01-14,Bed Bath & Beyond (BBBY),0.32113161024326997
2019-01-14,BlackBerry (BB),-1.04575062364378
2019-01-14,Clover Health (CLOV),
2019-01-14,Microsoft (MSFT),-0.5510437754940001
2019-01-14,Nokia (NOK),-0.49179890885585004
2019-01-14,Nvidia (NVDA),1.14190765533701
2019-01-14,Tilray (TLRY),2.22779198013722
2019-01-14,Virgin Galactic (SPCE),0.0
2019-01-15,AMC Entertainment (AMC),1.33239535297118
2019-01-15,Alphabet (GOOG),2.71223586469155
2019-01-15,Amazon (AMZN),1.6357232287973902
2019-01-15,Apple (AAPL),1.40146430707377
2019-01-15,Bed Bath & Beyond (BBBY),-0.96030486318344
2019-01-15,BlackBerry (BB),-0.13210341684366
2019-01-15,Clover Health (CLOV),
2019-01-15,Microsoft (MSFT),2.11917978708153
2019-01-15,Nokia (NOK),0.16474055620891
2019-01-15,Nvidia (NVDA),1.24785376064253
2019-01-15,Tilray (TLRY),-5.89622641509434
2019-01-15,Virgin Galactic (SPCE),0.09950476310494
2019-01-16,AMC Entertainment (AMC),1.0380662573324901
2019-01-16,Alphabet (GOOG),1.14115627024919
2019-01-16,Amazon (AMZN),1.78131845019402
2019-01-16,Apple (AAPL),1.62331671104505
2019-01-16,Bed Bath & Beyond (BBBY),-2.1978031462128103
2019-01-16,BlackBerry (BB),1.98412826061851
2019-01-16,Clover Health (CLOV),
2019-01-16,Microsoft (MSFT),1.15183155575586
2019-01-16,Nokia (NOK),-1.31578823536054
2019-01-16,Nvidia (NVDA),-0.68471014670128
2019-01-16,Tilray (TLRY),-12.16039824904057
2019-01-16,Virgin Galactic (SPCE),0.19880221923607003
2019-01-17,AMC Entertainment (AMC),-0.95890643606038
2019-01-17,Alphabet (GOOG),-0.05264011440722
2019-01-17,Amazon (AMZN),-0.28328545981488
2019-01-17,Apple (AAPL),1.14190320986649
2019-01-17,Bed Bath & Beyond (BBBY),-2.04891220933182
2019-01-17,BlackBerry (BB),-0.12970465411618
2019-01-17,Clover Health (CLOV),
2019-01-17,Microsoft (MSFT),0.3481979199597
2019-01-17,Nokia (NOK),0.0
2019-01-17,Nvidia (NVDA),0.67629596760208
2019-01-17,Tilray (TLRY),-1.49509831879043
2019-01-17,Virgin Galactic (SPCE),-0.19840778016595
2019-01-18,AMC Entertainment (AMC),0.69156556850564
2019-01-18,Alphabet (GOOG),1.5160259561532698
2019-01-18,Amazon (AMZN),0.94284503448769
2019-01-18,Apple (AAPL),0.13954155498728998
2019-01-18,Bed Bath & Beyond (BBBY),0.26990528121939
2019-01-18,BlackBerry (BB),2.7272732902446
2019-01-18,Clover Health (CLOV),
2019-01-18,Microsoft (MSFT),1.1910384555695102
2019-01-18,Nokia (NOK),2.1666685740152998
2019-01-18,Nvidia (NVDA),3.03267060650527
2019-01-18,Tilray (TLRY),0.13903690183811002
2019-01-18,Virgin Galactic (SPCE),0.0
2019-01-22,AMC Entertainment (AMC),-3.6401145011743
2019-01-22,Alphabet (GOOG),-1.51955020691602
2019-01-22,Amazon (AMZN),-2.00034888410433
2019-01-22,Apple (AAPL),-0.72840709380965
2019-01-22,Bed Bath & Beyond (BBBY),-0.20188246072879
2019-01-22,BlackBerry (BB),-0.37926338242606
2019-01-22,Clover Health (CLOV),
2019-01-22,Microsoft (MSFT),-0.74143006528683
2019-01-22,Nokia (NOK),-1.4681916950681602
2019-01-22,Nvidia (NVDA),-1.13938669479533
2019-01-22,Tilray (TLRY),-8.770105061078839
2019-01-22,Virgin Galactic (SPCE),0.0
2019-01-23,AMC Entertainment (AMC),2.63720522167625
2019-01-23,Alphabet (GOOG),-0.60283896148921
2019-01-23,Amazon (AMZN),-1.4531445923778301
2019-01-23,Apple (AAPL),-1.0144811977502202
2019-01-23,Bed Bath & Beyond (BBBY),0.26972327753749
2019-01-23,BlackBerry (BB),-1.1421338995028099
2019-01-23,Clover Health (CLOV),
2019-01-23,Microsoft (MSFT),-0.05602013020405
2019-01-23,Nokia (NOK),1.32450205647867
2019-01-23,Nvidia (NVDA),-1.0244531436546
2019-01-23,Tilray (TLRY),-4.89537182631453
2019-01-23,Virgin Galactic (SPCE),0.09939636968622999
2019-01-24,AMC Entertainment (AMC),-0.90277197368335
2019-01-24,Alphabet (GOOG),-0.5027919760873
2019-01-24,Amazon (AMZN),-0.01025581255541
2019-01-24,Apple (AAPL),-0.42542456149668995
2019-01-24,Bed Bath & Beyond (BBBY),-0.13449565731858001
2019-01-24,BlackBerry (BB),0.77021749773242
2019-01-24,Clover Health (CLOV),
2019-01-24,Microsoft (MSFT),-0.037370062766449996
2019-01-24,Nokia (NOK),1.30718832029432
2019-01-24,Nvidia (NVDA),2.5682502093912802
2019-01-24,Tilray (TLRY),0.66675558640276
2019-01-24,Virgin Galactic (SPCE),0.0
2019-01-25,AMC Entertainment (AMC),1.6117696906673602
2019-01-25,Alphabet (GOOG),1.34556090775992
