Date,Stock,Returns
2022-03-28,Virgin Galactic (SPCE),1.79671657954025
2022-03-29,AMC Entertainment (AMC),15.47259454976883
2022-03-29,Alphabet (GOOG),1.53969467913193
2022-03-29,Amazon (AMZN),1.06129765530766
2022-03-29,Apple (AAPL),1.8664990946578999
2022-03-29,Bed Bath & Beyond (BBBY),8.68580507616934
2022-03-29,BlackBerry (BB),2.44215392364341
2022-03-29,Clover Health (CLOV),3.2328709319422595
2022-03-29,Microsoft (MSFT),1.61519296281116
2022-03-29,Nokia (NOK),3.3333300955502096
2022-03-29,Nvidia (NVDA),2.4637137894081897
2022-03-29,Tilray (TLRY),3.8140605688877303
2022-03-29,Virgin Galactic (SPCE),13.46444824289714
2022-03-30,AMC Entertainment (AMC),-14.855817118555839
2022-03-30,Alphabet (GOOG),-0.47308197836668
2022-03-30,Amazon (AMZN),-1.10108307602272
2022-03-30,Apple (AAPL),0.33518022564529
2022-03-30,Bed Bath & Beyond (BBBY),-5.42043549712244
2022-03-30,BlackBerry (BB),-1.88205297966095
2022-03-30,Clover Health (CLOV),3.5031903355431595
2022-03-30,Microsoft (MSFT),0.04116423272673
2022-03-30,Nokia (NOK),0.35842260214996996
2022-03-30,Nvidia (NVDA),-1.55461899151557
2022-03-30,Tilray (TLRY),4.24798948264755
2022-03-30,Virgin Galactic (SPCE),-0.97777472601996
2022-03-31,AMC Entertainment (AMC),-11.32398056031287
2022-03-31,Alphabet (GOOG),-0.58265655571576
2022-03-31,Amazon (AMZN),-1.45338745016861
2022-03-31,Apple (AAPL),-0.8796847757282501
2022-03-31,Bed Bath & Beyond (BBBY),-10.653929800459231
2022-03-31,BlackBerry (BB),-2.55754835948813
2022-03-31,Clover Health (CLOV),-6.4102562535052
2022-03-31,Microsoft (MSFT),-0.25636889612239
2022-03-31,Nokia (NOK),-1.07142756788096
2022-03-31,Nvidia (NVDA),-0.87029075769078
2022-03-31,Tilray (TLRY),-9.36123776004167
2022-03-31,Virgin Galactic (SPCE),-4.398570104947829
2022-04-01,AMC Entertainment (AMC),-2.46913344044998
2022-04-01,Alphabet (GOOG),-1.18792086304
2022-04-01,Amazon (AMZN),-0.40121282150731
2022-04-01,Apple (AAPL),-1.76936129758076
2022-04-01,Bed Bath & Beyond (BBBY),-5.962166421817059
2022-04-01,BlackBerry (BB),-8.66141545045029
2022-04-01,Clover Health (CLOV),-1.09589586921859
2022-04-01,Microsoft (MSFT),-1.5897726511227201
2022-04-01,Nokia (NOK),0.18050954784647
2022-04-01,Nvidia (NVDA),-2.6621421830849297
2022-04-01,Tilray (TLRY),1.09356206067825
2022-04-01,Virgin Galactic (SPCE),-2.34741792445717
2022-04-04,AMC Entertainment (AMC),-6.05221774164647
2022-04-04,Alphabet (GOOG),2.1949273267001397
2022-04-04,Amazon (AMZN),1.5483033203719199
2022-04-04,Apple (AAPL),2.06427293547402
2022-04-04,Bed Bath & Beyond (BBBY),4.24136107459367
2022-04-04,BlackBerry (BB),1.43678023109885
2022-04-04,Clover Health (CLOV),2.49307909150233
2022-04-04,Microsoft (MSFT),1.60577189899175
2022-04-04,Nokia (NOK),0.72072000861915
2022-04-04,Nvidia (NVDA),0.22548557479453
2022-04-04,Tilray (TLRY),-9.6153815293452
2022-04-04,Virgin Galactic (SPCE),2.74039241865571
2022-04-05,AMC Entertainment (AMC),0.8842066714638
2022-04-05,Alphabet (GOOG),-0.31500889137145
2022-04-05,Amazon (AMZN),-0.16864955850459
2022-04-05,Apple (AAPL),-0.10644990506962
2022-04-05,Bed Bath & Beyond (BBBY),-2.76845571806955
2022-04-05,BlackBerry (BB),1.69971510668083
2022-04-05,Clover Health (CLOV),-1.35135004518676
2022-04-05,Microsoft (MSFT),-0.07616078370453
2022-04-05,Nokia (NOK),-0.3577814021571
2022-04-05,Nvidia (NVDA),-0.86725605897097
2022-04-05,Tilray (TLRY),-0.26595719384628
2022-04-05,Virgin Galactic (SPCE),0.046786715678770005
2022-04-06,AMC Entertainment (AMC),-8.514186503040131
2022-04-06,Alphabet (GOOG),-2.6056835085417998
2022-04-06,Amazon (AMZN),-3.51584645588888
2022-04-06,Apple (AAPL),-2.61918008357503
2022-04-06,Bed Bath & Beyond (BBBY),-5.00431333969006
2022-04-06,BlackBerry (BB),-2.08913122724937
2022-04-06,Clover Health (CLOV),-5.89041498548912
2022-04-06,Microsoft (MSFT),-2.49944270309353
2022-04-06,Nokia (NOK),-1.79533892976343
2022-04-06,Nvidia (NVDA),-7.3904616790420805
2022-04-06,Tilray (TLRY),8.66666158040365
2022-04-06,Virgin Galactic (SPCE),-12.06735278287797
2022-04-07,AMC Entertainment (AMC),-4.470800815809199
2022-04-07,Alphabet (GOOG),-1.5352241778632
2022-04-07,Amazon (AMZN),-1.30764626212812
2022-04-07,Apple (AAPL),-0.15550553756141
2022-04-07,Bed Bath & Beyond (BBBY),-1.49863722454967
2022-04-07,BlackBerry (BB),-1.28022972833373
2022-04-07,Clover Health (CLOV),-2.0378437964734
2022-04-07,Microsoft (MSFT),-1.09120719984222
2022-04-07,Nokia (NOK),-0.36563037831145
2022-04-07,Nvidia (NVDA),-2.2845844977458
2022-04-07,Tilray (TLRY),-12.638034124925952
2022-04-07,Virgin Galactic (SPCE),-0.8510630526872599
2022-04-08,AMC Entertainment (AMC),-5.92167974925015
2022-04-08,Alphabet (GOOG),-1.05409707852239
2022-04-08,Amazon (AMZN),-1.6932233984438199
2022-04-08,Apple (AAPL),-0.9113992994300599
2022-04-08,Bed Bath & Beyond (BBBY),-7.23835710542748
2022-04-08,BlackBerry (BB),1.00864799833175
2022-04-08,Clover Health (CLOV),-3.41753370611654
2022-04-08,Microsoft (MSFT),-0.83319572868471
2022-04-08,Nokia (NOK),0.0
2022-04-08,Nvidia (NVDA),-3.2319413695136503
2022-04-08,Tilray (TLRY),-7.303370636019061
2022-04-08,Virgin Galactic (SPCE),-3.54077182952395
2022-04-11,AMC Entertainment (AMC),-4.46701032504898
2022-04-11,Alphabet (GOOG),-2.42994955920298
2022-04-11,Amazon (AMZN),-2.0537748240088303
2022-04-11,Apple (AAPL),-1.6008848640947901
2022-04-11,Bed Bath & Beyond (BBBY),-1.6898615228926799
2022-04-11,BlackBerry (BB),-2.71041442249375
2022-04-11,Clover Health (CLOV),-1.8461520855243398
2022-04-11,Microsoft (MSFT),-2.82611912314662
2022-04-11,Nokia (NOK),-1.65137025505451
2022-04-11,Nvidia (NVDA),-6.70066424176739
2022-04-11,Tilray (TLRY),-1.06060145205586
2022-04-11,Virgin Galactic (SPCE),1.22358857788804
2022-04-12,AMC Entertainment (AMC),1.0095671473888002
2022-04-12,Alphabet (GOOG),-0.38792268818014997
2022-04-12,Amazon (AMZN),0.62444253273525
2022-04-12,Apple (AAPL),0.49695104061817
2022-04-12,Bed Bath & Beyond (BBBY),-0.6066776292602301
2022-04-12,BlackBerry (BB),3.07917936746644
2022-04-12,Clover Health (CLOV),2.50783455395173
2022-04-12,Microsoft (MSFT),-0.63907426636201
2022-04-12,Nokia (NOK),-0.9328393561452999
2022-04-12,Nvidia (NVDA),1.81451752111669
2022-04-12,Tilray (TLRY),4.134762209057239
2022-04-12,Virgin Galactic (SPCE),1.5494482208315599
2022-04-13,AMC Entertainment (AMC),-2.26196896369565
2022-04-13,Alphabet (GOOG),-1.3349187060537802
2022-04-13,Amazon (AMZN),0.59703471903578
2022-04-13,Apple (AAPL),0.6887609363491
2022-04-13,Bed Bath & Beyond (BBBY),-5.289923785607789
2022-04-13,BlackBerry (BB),-1.70697523207487
2022-04-13,Clover Health (CLOV),-1.22324043077498
2022-04-13,Microsoft (MSFT),-0.74293311366218
2022-04-13,Nokia (NOK),-1.12994243740299
2022-04-13,Nvidia (NVDA),-0.99009900990099
2022-04-13,Tilray (TLRY),-4.4117673870600695
2022-04-13,Virgin Galactic (SPCE),-0.5518947529956699
2022-04-14,AMC Entertainment (AMC),0.5920377330637699
2022-04-14,Alphabet (GOOG),0.04171603316962
2022-04-14,Amazon (AMZN),-0.08203219206095
2022-04-14,Apple (AAPL),0.13447789719176
2022-04-14,Bed Bath & Beyond (BBBY),-5.26316544261395
2022-04-14,BlackBerry (BB),0.28943533094294
2022-04-14,Clover Health (CLOV),-1.54798613068202
2022-04-14,Microsoft (MSFT),-0.09355777470183001
2022-04-14,Nokia (NOK),0.38095201764787
2022-04-14,Nvidia (NVDA),1.2311130099826402
2022-04-14,Tilray (TLRY),-2.15384409977839
2022-04-14,Virgin Galactic (SPCE),-0.22850826339635
2022-04-18,AMC Entertainment (AMC),-2.6752273178852
2022-04-18,Alphabet (GOOG),-1.5287593943051
2022-04-18,Amazon (AMZN),-1.19149061953048
2022-04-18,Apple (AAPL),-2.72668771673302
2022-04-18,Bed Bath & Beyond (BBBY),0.5668956061778999
2022-04-18,BlackBerry (BB),-3.7518002667398203
2022-04-18,Clover Health (CLOV),-2.51572831588691
2022-04-18,Microsoft (MSFT),-2.02906807015137
2022-04-18,Nokia (NOK),-2.65654396569812
2022-04-18,Nvidia (NVDA),-3.0249810161159503
2022-04-18,Tilray (TLRY),-5.18867793676764
2022-04-18,Virgin Galactic (SPCE),-2.38848151932212
2022-04-19,AMC Entertainment (AMC),4.01319142827694
2022-04-19,Alphabet (GOOG),1.70282634699303
2022-04-19,Amazon (AMZN),2.99241228421656
2022-04-19,Apple (AAPL),0.73229362305369
2022-04-19,Bed Bath & Beyond (BBBY),0.73281324573004
2022-04-19,BlackBerry (BB),1.04947067501552
2022-04-19,Clover Health (CLOV),1.12903506152968
2022-04-19,Microsoft (MSFT),1.3134681317322898
2022-04-19,Nokia (NOK),1.94931583629149
2022-04-19,Nvidia (NVDA),1.29028919853502
2022-04-19,Tilray (TLRY),-1.32670643050866
2022-04-19,Virgin Galactic (SPCE),3.01676495550495
2022-04-20,AMC Entertainment (AMC),-1.37420839235411
2022-04-20,Alphabet (GOOG),0.77900357481395
2022-04-20,Amazon (AMZN),-0.65963780129324
2022-04-20,Apple (AAPL),0.6316276441019799
2022-04-20,Bed Bath & Beyond (BBBY),-5.03638211310523
2022-04-20,BlackBerry (BB),-1.0385711750937598
2022-04-20,Clover Health (CLOV),-0.79745121031842
2022-04-20,Microsoft (MSFT),1.23353203119176
2022-04-20,Nokia (NOK),2.294452870391
2022-04-20,Nvidia (NVDA),1.32749353122949
2022-04-20,Tilray (TLRY),-3.02520729594534
2022-04-20,Virgin Galactic (SPCE),-0.52061100111906
2022-04-21,AMC Entertainment (AMC),-3.1618443591237
2022-04-21,Alphabet (GOOG),-1.22495037439256
2022-04-21,Amazon (AMZN),-0.54852348862681
2022-04-21,Apple (AAPL),1.56915787533475
2022-04-21,Bed Bath & Beyond (BBBY),-0.8249817048505401
2022-04-21,BlackBerry (BB),-1.79909871344046
2022-04-21,Clover Health (CLOV),0.9646370038679699
2022-04-21,Microsoft (MSFT),1.24265634595996
2022-04-21,Nokia (NOK),1.12149427755292
2022-04-21,Nvidia (NVDA),-1.22628972947519
2022-04-21,Tilray (TLRY),-3.29289528333672
2022-04-21,Virgin Galactic (SPCE),-4.76450368436249
2022-04-22,AMC Entertainment (AMC),-2.54565075949843
2022-04-22,Alphabet (GOOG),-3.7261798592759203
2022-04-22,Amazon (AMZN),-4.5445270445372605
2022-04-22,Apple (AAPL),-2.13373968877513
2022-04-22,Bed Bath & Beyond (BBBY),10.51693681394805
2022-04-22,BlackBerry (BB),-5.19084187308619
2022-04-22,Clover Health (CLOV),-5.8917253190272
2022-04-22,Microsoft (MSFT),-3.44356495270867
2022-04-22,Nokia (NOK),-2.40295085527489
2022-04-22,Nvidia (NVDA),-8.511967539501839
2022-04-22,Tilray (TLRY),-1.7921130107498602
2022-04-22,Virgin Galactic (SPCE),-4.7510014672501
2022-04-25,AMC Entertainment (AMC),-3.29358264397287
2022-04-25,Alphabet (GOOG),-1.7329365341208498
2022-04-25,Amazon (AMZN),-2.26816080375564
2022-04-25,Apple (AAPL),-2.79978381184867
2022-04-25,Bed Bath & Beyond (BBBY),-5.8602157539405395
2022-04-25,BlackBerry (BB),-1.77133869305462
2022-04-25,Clover Health (CLOV),-1.52283719246019
2022-04-25,Microsoft (MSFT),-0.73800380133488
2022-04-25,Nokia (NOK),-1.13637153849426
2022-04-25,Nvidia (NVDA),-2.64082966220395
2022-04-25,Tilray (TLRY),-2.18977892593822
2022-04-25,Virgin Galactic (SPCE),1.08173264289754
2022-04-26,AMC Entertainment (AMC),0.35231628610228
2022-04-26,Alphabet (GOOG),-0.42830016584671
2022-04-26,Amazon (AMZN),-0.93385296029165
2022-04-26,Apple (AAPL),-0.50867306512764
2022-04-26,Bed Bath & Beyond (BBBY),-1.48486707871642
2022-04-26,BlackBerry (BB),-0.65573708980962
2022-04-26,Clover Health (CLOV),-1.03092682147487
2022-04-26,Microsoft (MSFT),-0.9782647872009199
2022-04-26,Nokia (NOK),0.0
2022-04-26,Nvidia (NVDA),-0.78716073675203
2022-04-26,Tilray (TLRY),-0.74626792643007
2022-04-26,Virgin Galactic (SPCE),-0.83233883584146
2022-04-27,AMC Entertainment (AMC),-4.9151559104035
2022-04-27,Alphabet (GOOG),-4.27698574338085
2022-04-27,Amazon (AMZN),-2.00716654080574
2022-04-27,Apple (AAPL),-1.5707792960955198
2022-04-27,Bed Bath & Beyond (BBBY),-9.10144750622735
2022-04-27,BlackBerry (BB),-3.79537988853498
2022-04-27,Clover Health (CLOV),-3.8194489285899897
2022-04-27,Microsoft (MSFT),4.53011083946366
2022-04-27,Nokia (NOK),-2.10727320112033
2022-04-27,Nvidia (NVDA),-3.13826893098413
2022-04-27,Tilray (TLRY),-2.25564583692043
2022-04-27,Virgin Galactic (SPCE),-3.5971245233343696
2022-04-28,AMC Entertainment (AMC),-0.73846670297476
2022-04-28,Alphabet (GOOG),2.50085059632645
2022-04-28,Amazon (AMZN),2.81017296307528
2022-04-28,Apple (AAPL),2.9601421772752703
2022-04-28,Bed Bath & Beyond (BBBY),-4.97449407821783
2022-04-28,BlackBerry (BB),1.7152642528509499
2022-04-28,Clover Health (CLOV),-0.72202097704795
2022-04-28,Microsoft (MSFT),0.003440136640553426
2022-04-28,Nokia (NOK),-1.36986633722911
2022-04-28,Nvidia (NVDA),4.53904994592511
2022-04-28,Tilray (TLRY),-0.5769179629149
2022-04-28,Virgin Galactic (SPCE),-0.49751196570663
2022-04-29,AMC Entertainment (AMC),-0.49596979459639
2022-04-29,Alphabet (GOOG),-1.22759779717809
2022-04-29,Amazon (AMZN),-10.399313687767659
2022-04-29,Apple (AAPL),1.02114796508212
2022-04-29,Bed Bath & Beyond (BBBY),-0.0671092312988
2022-04-29,BlackBerry (BB),1.51770919381468
2022-04-29,Clover Health (CLOV),2.54545211791992
2022-04-29,Microsoft (MSFT),-0.37803493779072
2022-04-29,Nokia (NOK),1.58730008554686
2022-04-29,Nvidia (NVDA),0.45416164310287
2022-04-29,Tilray (TLRY),3.09477456578304
2022-04-29,Virgin Galactic (SPCE),2.18750238418579
2022-05-02,AMC Entertainment (AMC),-3.48909341160157
2022-05-02,Alphabet (GOOG),-1.36222147755386
2022-05-02,Amazon (AMZN),-4.65964794196382
2022-05-02,Apple (AAPL),-4.79542801868109
2022-05-02,Bed Bath & Beyond (BBBY),-7.38751078647899
2022-05-02,BlackBerry (BB),-2.49169594423064
2022-05-02,Clover Health (CLOV),0.21276745048607998
2022-05-02,Microsoft (MSFT),-1.7041542563114398
2022-05-02,Nokia (NOK),0.39062463620211
2022-05-02,Nvidia (NVDA),-2.75238141878538
2022-05-02,Tilray (TLRY),-1.68855823407426
2022-05-02,Virgin Galactic (SPCE),-3.4862424171227797
2022-05-03,AMC Entertainment (AMC),4.00258778821558
2022-05-03,Alphabet (GOOG),1.67079510085974
2022-05-03,Amazon (AMZN),1.2453058305984
2022-05-03,Apple (AAPL),1.56734566977965
2022-05-03,Bed Bath & Beyond (BBBY),3.55329784244844
2022-05-03,BlackBerry (BB),1.87393757510998
2022-05-03,Clover Health (CLOV),1.91083296922334
2022-05-03,Microsoft (MSFT),-0.28426951346023
2022-05-03,Nokia (NOK),2.72374215874207
2022-05-03,Nvidia (NVDA),1.28231043036504
2022-05-03,Tilray (TLRY),3.0534414358404702
2022-05-03,Virgin Galactic (SPCE),2.7883370584852
2022-05-04,AMC Entertainment (AMC),-1.24146961739369
2022-05-04,Alphabet (GOOG),3.22128632995435
2022-05-04,Amazon (AMZN),-0.17469201624059
2022-05-04,Apple (AAPL),3.5903109779249203
2022-05-04,Bed Bath & Beyond (BBBY),-0.28011178292021
2022-05-04,BlackBerry (BB),2.50836279078594
2022-05-04,Clover Health (CLOV),2.08333126372768
2022-05-04,Microsoft (MSFT),2.37567306655415
2022-05-04,Nokia (NOK),1.13636250748783
2022-05-04,Nvidia (NVDA),2.90037831021436
2022-05-04,Tilray (TLRY),-0.92592944170052
2022-05-04,Virgin Galactic (SPCE),2.58939638763204
2022-05-05,AMC Entertainment (AMC),-0.75424190263961
2022-05-05,Alphabet (GOOG),-1.55083463754969
2022-05-05,Amazon (AMZN),-1.98492019895523
2022-05-05,Apple (AAPL),-1.4416109791426202
2022-05-05,Bed Bath & Beyond (BBBY),-2.0365166187798
2022-05-05,BlackBerry (BB),-1.4681916950681602
2022-05-05,Clover Health (CLOV),-0.68027144684554
2022-05-05,Microsoft (MSFT),-1.55734278852267
2022-05-05,Nokia (NOK),-2.24719773346981
2022-05-05,Nvidia (NVDA),-2.32843137254902
2022-05-05,Tilray (TLRY),-2.05607729860247
2022-05-05,Virgin Galactic (SPCE),-2.163453823363
2022-05-06,AMC Entertainment (AMC),-6.01646492438401
2022-05-06,Alphabet (GOOG),-3.08063700556661
2022-05-06,Amazon (AMZN),-3.6020547268620597
2022-05-06,Apple (AAPL),-2.8278884311727497
2022-05-06,Bed Bath & Beyond (BBBY),-9.247311680938159
2022-05-06,BlackBerry (BB),-3.1456963314643502
2022-05-06,Clover Health (CLOV),-3.7671277616545797
2022-05-06,Microsoft (MSFT),-2.47948522862925
2022-05-06,Nokia (NOK),-3.2566974384982696
2022-05-06,Nvidia (NVDA),-2.0727753489648704
2022-05-06,Tilray (TLRY),-6.679387784741859
2022-05-06,Virgin Galactic (SPCE),-12.899264698387618
2022-05-09,AMC Entertainment (AMC),-8.15363898723386
2022-05-09,Alphabet (GOOG),-1.6473404596902101
2022-05-09,Amazon (AMZN),-4.2423165013339
2022-05-09,Apple (AAPL),-2.26417495927863
2022-05-09,Bed Bath & Beyond (BBBY),-6.08214465537102
2022-05-09,BlackBerry (BB),-4.78632029975696
2022-05-09,Clover Health (CLOV),-6.7615680103010405
2022-05-09,Microsoft (MSFT),-2.4673284327439498
2022-05-09,Nokia (NOK),-3.16832313279545
2022-05-09,Nvidia (NVDA),-6.44218551659979
2022-05-09,Tilray (TLRY),-4.70347700109009
2022-05-09,Virgin Galactic (SPCE),-6.911145802676311
2022-05-10,AMC Entertainment (AMC),2.78796853448526
2022-05-10,Alphabet (GOOG),0.97618283680134
2022-05-10,Amazon (AMZN),-1.19078786749589
2022-05-10,Apple (AAPL),0.58397205378715
2022-05-10,Bed Bath & Beyond (BBBY),-5.3826772484676
2022-05-10,BlackBerry (BB),-4.6678675200881505
2022-05-10,Clover Health (CLOV),10.3053523335356
2022-05-10,Microsoft (MSFT),0.51035934909573
2022-05-10,Nokia (NOK),-0.6134914885539999
2022-05-10,Nvidia (NVDA),-0.31224722798668997
2022-05-10,Tilray (TLRY),-1.93132357720382
2022-05-10,Virgin Galactic (SPCE),-2.72727016575076
2022-05-11,AMC Entertainment (AMC),-16.845114716603522
2022-05-11,Alphabet (GOOG),-0.017142943446
2022-05-11,Amazon (AMZN),-2.20742931012272
2022-05-11,Apple (AAPL),-0.8230244351867999
2022-05-11,Bed Bath & Beyond (BBBY),-6.66666666666666
2022-05-11,BlackBerry (BB),-0.37664747913432
2022-05-11,Clover Health (CLOV),-15.22491492210683
2022-05-11,Microsoft (MSFT),-0.87306471175798
2022-05-11,Nokia (NOK),0.61727843923942
2022-05-11,Nvidia (NVDA),-2.44532204237697
2022-05-11,Tilray (TLRY),-3.06346472787676
2022-05-11,Virgin Galactic (SPCE),-5.4517118453776
2022-05-12,AMC Entertainment (AMC),17.682407614332458
2022-05-12,Alphabet (GOOG),-1.5552270387563
2022-05-12,Amazon (AMZN),0.5669269938906399
2022-05-12,Apple (AAPL),-5.95046650472423
2022-05-12,Bed Bath & Beyond (BBBY),0.47619229271298
2022-05-12,BlackBerry (BB),-0.18903123094116
2022-05-12,Clover Health (CLOV),-6.12245275298035
2022-05-12,Microsoft (MSFT),-4.2305354836591
2022-05-12,Nokia (NOK),-3.4764842727106804
2022-05-12,Nvidia (NVDA),-5.4356976076370795
2022-05-12,Tilray (TLRY),1.58013937638523
2022-05-12,Virgin Galactic (SPCE),2.14167436453593
2022-05-13,AMC Entertainment (AMC),-8.89861607318932
2022-05-13,Alphabet (GOOG),2.81089916743007
2022-05-13,Amazon (AMZN),2.1696018146279
2022-05-13,Apple (AAPL),1.29959589256769
2022-05-13,Bed Bath & Beyond (BBBY),-4.73933640720789
2022-05-13,BlackBerry (BB),11.17423583913357
2022-05-13,Clover Health (CLOV),14.782615636382209
2022-05-13,Microsoft (MSFT),1.21594720745612
2022-05-13,Nokia (NOK),4.025425120045259
2022-05-13,Nvidia (NVDA),6.79056085591733
2022-05-13,Tilray (TLRY),4.66666751437716
2022-05-13,Virgin Galactic (SPCE),7.9032300488635
2022-05-16,AMC Entertainment (AMC),1.36108950687936
2022-05-16,Alphabet (GOOG),-1.25121812845203
2022-05-16,Amazon (AMZN),0.71432553256758
2022-05-16,Apple (AAPL),-0.39162849908952
2022-05-16,Bed Bath & Beyond (BBBY),-2.78606694186258
2022-05-16,BlackBerry (BB),1.0221455527988599
2022-05-16,Clover Health (CLOV),3.4090875224634902
2022-05-16,Microsoft (MSFT),1.0568729809108601
2022-05-16,Nokia (NOK),0.20367065565403
2022-05-16,Nvidia (NVDA),-0.78089798416823
2022-05-16,Tilray (TLRY),7.643314874707239
2022-05-16,Virgin Galactic (SPCE),0.59790674904189
2022-05-17,AMC Entertainment (AMC),2.05371431291907
2022-05-17,Alphabet (GOOG),0.53170058213902
2022-05-17,Amazon (AMZN),1.5856330387903301
2022-05-17,Apple (AAPL),1.5252168755664999
2022-05-17,Bed Bath & Beyond (BBBY),3.8894487508916997
2022-05-17,BlackBerry (BB),1.6863471225047701
2022-05-17,Clover Health (CLOV),2.5641001008694
2022-05-17,Microsoft (MSFT),0.94424015457401
2022-05-17,Nokia (NOK),2.64227870782558
2022-05-17,Nvidia (NVDA),3.27749138240438
2022-05-17,Tilray (TLRY),1.9723846399752598
2022-05-17,Virgin Galactic (SPCE),1.6344744903811599
2022-05-18,AMC Entertainment (AMC),10.061920921503301
2022-05-18,Alphabet (GOOG),-1.30673494717916
2022-05-18,Amazon (AMZN),-2.54491031772144
2022-05-18,Apple (AAPL),-1.60913640472701
2022-05-18,Bed Bath & Beyond (BBBY),-6.40393736905768
2022-05-18,BlackBerry (BB),3.64842093759467
2022-05-18,Clover Health (CLOV),2.85714869596529
2022-05-18,Microsoft (MSFT),-1.7627476262240802
2022-05-18,Nokia (NOK),-0.59406353812402
2022-05-18,Nvidia (NVDA),-1.3771781316335698
2022-05-18,Tilray (TLRY),0.0
2022-05-18,Virgin Galactic (SPCE),1.3157847038451
2022-05-19,AMC Entertainment (AMC),-5.0632929219997
2022-05-19,Alphabet (GOOG),-1.8221486290972402
2022-05-19,Amazon (AMZN),-2.49794008437609
2022-05-19,Apple (AAPL),-3.8680760889205397
2022-05-19,Bed Bath & Beyond (BBBY),3.47368340743214
2022-05-19,BlackBerry (BB),-1.59999847412108
2022-05-19,Clover Health (CLOV),-0.17361507785524
2022-05-19,Microsoft (MSFT),-2.2496178067054102
2022-05-19,Nokia (NOK),-2.98804971986766
2022-05-19,Nvidia (NVDA),-2.37884851132896
2022-05-19,Tilray (TLRY),-3.86847743038454
2022-05-19,Virgin Galactic (SPCE),-0.49061934680463004
2022-05-20,AMC Entertainment (AMC),-1.11110828540943
2022-05-20,Alphabet (GOOG),-0.91339140326518
2022-05-20,Amazon (AMZN),-0.12359267294098
2022-05-20,Apple (AAPL),-0.67768367150196
2022-05-20,Bed Bath & Beyond (BBBY),-1.72940058609738
2022-05-20,BlackBerry (BB),0.97560881055491
2022-05-20,Clover Health (CLOV),0.17391702403193
2022-05-20,Microsoft (MSFT),0.3376392563551
2022-05-20,Nokia (NOK),0.61602074976034
2022-05-20,Nvidia (NVDA),-1.5661158422244401
2022-05-20,Tilray (TLRY),-0.20120226291381998
2022-05-20,Virgin Galactic (SPCE),-2.55220592506133
2022-05-23,AMC Entertainment (AMC),-9.962545960314289
2022-05-23,Alphabet (GOOG),-0.48378697782032
2022-05-23,Amazon (AMZN),-0.9818216478944699
2022-05-23,Apple (AAPL),1.81947236255837
2022-05-23,Bed Bath & Beyond (BBBY),-9.42028842428911
2022-05-23,BlackBerry (BB),-3.8647382686158
2022-05-23,Clover Health (CLOV),-1.7361176648623002
2022-05-23,Microsoft (MSFT),1.1448871962746099
2022-05-23,Nokia (NOK),1.22448860432198
2022-05-23,Nvidia (NVDA),-2.84320047874558
2022-05-23,Tilray (TLRY),-4.23387170427175
2022-05-23,Virgin Galactic (SPCE),-1.04166215788262
2022-05-24,AMC Entertainment (AMC),-5.24126531154999
2022-05-24,Alphabet (GOOG),-5.0091326860246195
2022-05-24,Amazon (AMZN),-3.14191337045096
2022-05-24,Apple (AAPL),-0.90045604885965
2022-05-24,Bed Bath & Beyond (BBBY),-5.25714329310825
2022-05-24,BlackBerry (BB),-1.67504033746972
2022-05-24,Clover Health (CLOV),-4.593635318975419
2022-05-24,Microsoft (MSFT),-0.06501469511829999
2022-05-24,Nokia (NOK),-0.6048429350326601
2022-05-24,Nvidia (NVDA),-1.8799839139972603
2022-05-24,Tilray (TLRY),-6.73684571918687
2022-05-24,Virgin Galactic (SPCE),-2.10526111996784
2022-05-25,AMC Entertainment (AMC),4.30201717601721
2022-05-25,Alphabet (GOOG),0.14070584540213
2022-05-25,Amazon (AMZN),2.6328287340655803
2022-05-25,Apple (AAPL),-0.12679293725614
2022-05-25,Bed Bath & Beyond (BBBY),2.4125429455422
2022-05-25,BlackBerry (BB),1.7035759213314499
2022-05-25,Clover Health (CLOV),-2.96296891525111
2022-05-25,Microsoft (MSFT),1.24363837561414
2022-05-25,Nokia (NOK),0.60852354671296
2022-05-25,Nvidia (NVDA),3.09694484053981
2022-05-25,Tilray (TLRY),0.9029337111290101
2022-05-25,Virgin Galactic (SPCE),0.30721935826949
2022-05-26,AMC Entertainment (AMC),8.41750833642194
2022-05-26,Alphabet (GOOG),2.26248040909624
2022-05-26,Amazon (AMZN),4.15113810744753
2022-05-26,Apple (AAPL),1.7984365417183599
2022-05-26,Bed Bath & Beyond (BBBY),8.83392249963774
2022-05-26,BlackBerry (BB),2.5125644998157797
2022-05-26,Clover Health (CLOV),8.39694802365549
2022-05-26,Microsoft (MSFT),0.95623210662074
2022-05-26,Nokia (NOK),3.02419544785872
2022-05-26,Nvidia (NVDA),5.73315266413498
2022-05-26,Tilray (TLRY),6.26398709062008
2022-05-26,Virgin Galactic (SPCE),6.431846645669751
2022-05-27,AMC Entertainment (AMC),12.34472157189812
2022-05-27,Alphabet (GOOG),3.59114635176023
2022-05-27,Amazon (AMZN),2.23804066446304
2022-05-27,Apple (AAPL),3.6995957277081
2022-05-27,Bed Bath & Beyond (BBBY),2.48918291783475
2022-05-27,BlackBerry (BB),10.6209167895769
2022-05-27,Clover Health (CLOV),-1.0563370526912501
2022-05-27,Microsoft (MSFT),2.3323766717775
2022-05-27,Nokia (NOK),0.7827780980020601
2022-05-27,Nvidia (NVDA),4.36104326193982
